NAME: TEST-11-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       61       36      139            8.
   2       96      125      193            9.
   3       55      110      211           10.
   4      128       77      155            8.
   5       42       60      187            8.
   6       14       18      174            8.
   7       34       41      221            9.
   8       53       23      216           11.
   9       54       15      167           12.
  10       99       86      124           12.
  11       76       17      194            9.
  12       63       64      119            9.
  13       84       58      220           10.
  14       51      101      170            9.
  15       69      106      150           10.
  16       51       10      227            9.
  17       83      118      156           11.
  18       74       52      164            9.
  19       79       21      165            8.
  20      107       11      213            8.
  21      127      113      115            8.
  22      103      111      171           11.
  23       16       25      184            9.
  24       21       11      224           12.
  25       87       41      148            8.
  26       61      120      118           10.
  27      124       23      193            9.
  28       93       52      132           11.
  29       83      109      164            9.
  30       70       42      187           11.
  31      108       93      147           11.
  32       18       78      191           12.
  33       39      114      229            9.
  34       17       65      132            8.
  35       55      120      204           10.
  36       66       82      145           11.
  37       22       33      215           11.
  38       35      102      188           11.
  39       37       58      211           12.
  40       92       32      181           11.
  41       87       79      157            8.
  42       85       54      117           10.
  43      108       84      190            9.
  44      127       53      172           11.
  45       16       36      121            9.
  46       77       96      176           12.
  47       79       24      210           10.
  48       69       46      148            9.
  49      118      109      202            8.
  50      113      109      225            8.
  51      115       17      222           11.
  52       25       96      187            9.
  53       18       21      228            8.
  54       38      104      160           10.
  55       45      100      210           12.
  56       90       47      197            9.
  57      115      118      131            9.
  58       70      102      201           10.
  59       44      102      173            9.
  60       74       59      207            8.
  61       84      123      174           11.
  62       38       78      164            9.
  63       89       12      206           12.
  64      118       70      184            9.
  65       79       15      125           12.
  66      127       54      196            9.
  67       43       43      158            9.
  68      126      113      192           12.
  69       17       14      223            9.
  70       91       12      117           10.
  71      122       28      145           12.
  72       52       24      146            8.
  73       35       53      194           12.
  74      127       24      123           12.
  75       69       35      137           10.
  76       40       36      158            8.
  77       59       84      138            8.
  78       18      108      128           11.
  79       46       81      212           12.
  80       80       36      116           10.
  81       20      103      126            9.
  82       95       97      129           11.
  83       80       64      123            8.
  84       79      113      175           12.
  85       56      124      216            8.
  86       17      120      146           12.
  87       37       73      197           11.
  88       52       14      162           12.
  89       80       68      146           12.
  90      117       45      222            9.
  91       45      119      160            9.
  92       17       91      145            8.
  93       50       60      216           11.
  94       87       29      184           12.
  95      125      110      169           11.
  96       97      126      129           12.
  97      111       99      188           11.
  98       85       65      117            9.
  99       53       89      172            9.
 100       96       59      182           11.
 101      104       75      172           12.
 102      112      110      221           11.
 103       53       28      130           10.
 104       11       97      141           11.
