NAME: TEST-16-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       90       60      159           10.
   2       99       34      128           11.
   3       71       32      205           12.
   4       64       82      151           10.
   5       56       69      188           10.
   6       80       88      155           12.
   7       56       96      127           12.
   8      118      114      196           11.
   9       39      111      216           11.
  10       60      111      163           11.
  11       92       99      178           10.
  12       47       33      228            8.
  13      120       99      194           12.
  14       39       86      216            9.
  15       10       12      148           10.
  16      127       58      154           12.
  17      130       32      188            8.
  18       15       89      122           11.
  19       43       78      161           10.
  20       81       36      192            9.
  21      105      121      168           12.
  22       55       86      123           12.
  23       16      101      230            9.
  24       96       71      175           10.
  25       70      118      200            8.
  26      121       14      194           12.
  27      100       87      205           11.
  28       63       26      211           10.
  29       45      116      194            9.
  30      104      102      161            8.
  31       59       98      159           12.
  32      116       67      206            9.
  33       39       56      189           11.
  34       29       47      148           10.
  35       89       55      127            9.
  36      125       30      140           12.
  37       34       90      123           12.
  38      112      106      215           12.
  39       16       58      202           12.
  40       28       90      172           12.
  41      120       25      213            8.
  42       36      118      149            8.
  43       17       50      115           10.
  44       72       76      227           11.
  45       40       58      184           12.
  46       64       39      174            8.
  47       98       88      204            9.
  48       69       46      223           10.
  49       47       15      207            9.
  50       48      106      156            9.
  51      111       19      132           10.
  52       29      114      124            9.
  53       85       52      185           10.
  54       83       83      189            9.
  55       13       80      222            8.
  56       29      118      120           10.
  57      102       56      196           12.
  58       93       71      207            8.
  59       43       56      117           11.
  60       65       87      118            9.
  61       34       50      140           12.
  62       12       80      202           12.
  63      109       99      216            8.
  64       85       36      129            9.
  65       67      124      230           12.
  66       16       80      175            8.
  67       92       71      228           12.
  68       76       62      136            8.
  69       64       64      159            9.
  70       23       82      166           10.
  71      113      116      200            8.
  72       11       74      191           11.
  73      102      105      226           10.
  74       50       63      139           10.
  75       13       48      210            8.
  76      111       27      159            8.
  77      105       16      120           10.
  78       67      110      209            8.
  79      100       69      170            8.
  80      129      126      119           11.
  81       53       10      140           11.
  82       48       26      196            9.
  83       72       44      145            9.
  84       30      126      230           12.
  85      124       41      156           11.
  86       34       25      167           12.
  87       82       65      147           11.
  88       95      125      142            8.
  89       61       53      203           11.
  90       86       43      136           12.
  91       15      102      151           11.
  92      118       91      210           12.
  93       82       31      215            8.
  94      116      108      220           10.
  95      130       67      216           11.
  96       20      107      149           11.
  97       70       42      152           11.
  98       90       79      184           11.
  99      107      112      187           10.
 100       34       78      139           10.
 101       70       14      164            8.
 102       94      120      213            9.
 103       39       88      122            8.
 104       70       89      115           10.
 105       74       24      173            9.
 106       75       29      217           12.
 107       54      102      129           10.
 108       74      118      136           10.
 109       54      123      206           10.
 110       85       77      189            9.
 111      113      114      119           10.
 112       14       56      225           11.
 113       66      120      158           11.
 114       40       41      212            8.
 115      119       89      146            9.
 116      102      120      200           10.
 117      102       57      132            8.
 118       49      112      206            9.
 119       74       31      121           11.
