NAME: TEST-25-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       59       44      225            9.
   2       45       64      116           12.
   3       31       65      165           11.
   4       70       35      165            9.
   5       53       68      118            9.
   6       31       44      145           12.
   7       30       20      145           11.
   8       49       61      204           10.
   9       63       20      181            9.
  10       66       15      163           11.
  11       72       11      176           10.
  12       53       42      146           12.
  13       64       63      119            8.
  14       57       43      145            9.
  15       25       69      180            8.
  16       34       39      164            9.
  17       67       70      146           11.
  18       73       40      155           12.
  19       12       13      148            8.
  20       37       59      165           10.
  21       27       24      211           10.
  22       68       16      146           12.
  23       60       43      167           11.
  24       21       20      181           10.
  25       17       51      179           11.
  26       43       58      162            9.
  27       67       29      202            8.
  28       75       38      160           10.
  29       31       17      204           11.
  30       50       72      163           11.
  31       39       60      178           10.
  32       58       30      184           12.
  33       25       39      115           12.
  34       47       27      226           10.
  35       38       60      150            9.
  36       45       57      230           10.
  37       48       75      214            8.
  38       57       28      206           11.
  39       52       63      130            8.
  40       31       46      136           12.
  41       20       49      174            8.
  42       52       43      202           10.
  43       27       60      159           12.
  44       74       60      132           12.
  45       22       36      198           11.
  46       40       60      174            9.
  47       32       43      157            9.
  48       35       74      230           12.
  49       50       46      135            8.
  50       47       55      130           11.
  51       69       27      189            9.
  52       58       10      180            9.
  53       10       47      177           12.
  54       31       61      135           12.
  55       71       38      214            8.
  56       30       44      147           12.
  57       71       10      195           10.
  58       10       29      126           10.
  59       31       63      151           10.
  60       72       56      212           11.
  61       53       72      142           11.
  62       74       28      138            9.
  63       68       32      224            8.
  64       62       52      115           12.
  65       19       44      181            9.
  66       18       24      115           11.
  67       68       51      227           10.
  68       40       52      198            9.
  69       30       40      214           12.
  70       36       32      228           11.
  71       53       71      215           11.
  72       55       41      188           11.
  73       45       42      207           10.
  74       48       61      218           10.
  75       42       18      157           11.
  76       62       53      191            8.
  77       61       20      168           11.
  78       46       31      145           10.
  79       18       15      181           11.
  80       67       42      144           10.
  81       16       22      192           12.
  82       29       66      175           12.
  83       64       40      126           11.
  84       57       46      217           10.
  85       61       15      165           11.
  86       74       39      116            8.
  87       50       71      187           11.
  88       19       73      175            8.
  89       30       26      167           12.
  90       21       70      199            9.
  91       23       29      166            9.
  92       24       54      183            9.
  93       47       34      118           12.
  94       65       20      221            9.
  95       19       64      219           12.
  96       54       18      191            9.
  97       44       30      215            9.
  98       31       41      220            9.
  99       20       16      149           11.
 100       38       65      226            9.
 101       65       57      158            9.
 102       47       63      223           12.
 103       71       15      147           10.
 104       64       65      169           12.
 105       23       42      207            8.
 106       52       72      188           12.
 107       30       42      169            9.
 108       72       34      219           11.
 109       13       63      225           12.
 110       33       71      133           10.
 111       66       68      206            9.
 112       60       70      154            8.
 113       73       71      177            9.
 114       37       41      168            9.
 115       60       19      150            9.
 116       14       52      228            8.
 117       16       46      194            9.
 118       11       31      204            8.
 119       60       44      139           11.
 120       31       56      140           12.
 121       13       48      222           11.
 122       73       16      199            9.
 123       43       17      229           12.
 124       15       46      193           11.
 125       69       72      218            9.
 126       49       44      117            8.
 127       55       57      152           11.
 128       38       74      124            8.
 129       14       10      163            9.
 130       10       28      217           10.
 131       12       55      120            9.
 132       18       64      218           10.
 133       48       43      209           10.
 134       33       19      206            9.
 135       13       24      219           10.
 136       60       21      131           12.
 137       53       51      117           11.
 138       48       31      191           11.
 139       41       13      196            9.
 140       36       56      121           11.
 141       59       59      223            9.
 142       36       39      179           11.
 143       11       72      211           11.
 144       68       40      202            8.
 145       64       74      198           12.
 146       17       16      229           10.
 147       73       12      143            8.
 148       30       67      203            8.
 149       37       20      134            9.
 150       63       27      153           10.
 151       24       46      223            8.
 152       64       42      146            9.
 153       69       73      138            9.
 154       57       40      136           10.
 155       12       29      208            8.
 156       10       61      227           12.
 157       29       28      201            9.
 158       41       71      157           10.
 159       19       10      123            8.
 160       75       51      167            8.
 161       38       73      166            9.
 162       17       48      212           10.
 163       36       28      163           11.
 164       48       36      202           11.
 165       37       61      164           12.
 166       54       12      152            9.
 167       54       24      140           12.
 168       17       24      224           12.
 169       68       59      153           12.
 170       11       18      192           10.
 171       72       13      223           10.
 172       24       36      209           11.
 173       35       41      162            8.
 174       49       66      202            8.
 175       35       56      116            8.
 176       72       69      131           11.
