NAME: TEST-17-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       77      127      146           10.
   2      115      127      157           10.
   3      123       36      194            8.
   4       11       34      155           11.
   5       43       86      202           10.
   6       61      111      226           10.
   7       31       26      189           10.
   8       52       74      115           10.
   9       24       61      197            9.
  10       83       51      179           11.
  11       61      103      156           11.
  12       30       86      145            9.
  13       84       99      145           11.
  14       44       51      166           10.
  15       66       35      192           10.
  16       49       35      148            9.
  17       29       65      215           11.
  18       52       47      157           12.
  19       67       59      185           12.
  20      112       67      189           12.
  21       67      130      201           11.
  22       24       42      129           10.
  23       90      120      173           11.
  24       60       47      229           11.
  25      118      129      164           11.
  26       57       14      228           10.
  27       80       61      192            8.
  28       55       67      164            9.
  29       10       31      147           11.
  30       98       34      144            9.
  31      111      109      176            8.
  32       57       38      166           12.
  33       45       58      155            9.
  34       90       21      156           10.
  35       48       90      190            9.
  36       19      119      127           12.
  37       33       21      216           11.
  38       48      110      124           12.
  39       74       94      122           11.
  40       15       65      156           10.
  41       11       31      176            8.
  42      110       76      177           12.
  43      119      127      195           12.
  44       64       22      149            9.
  45       72       53      148           11.
  46       16       29      137           11.
  47       24       92      138           10.
  48      109      112      176           12.
  49       95       65      206           10.
  50       85       90      193            9.
  51       48       25      228           12.
  52       89       63      215            8.
  53       44      113      201           10.
  54       98      118      213           11.
  55       44       21      126            9.
  56       80       63      175            9.
  57       38       93      175            9.
  58      125       27      198            9.
  59      102       57      123           11.
  60       68       66      210           12.
  61       71       95      227            8.
  62       65       50      122           11.
  63       57       89      197           12.
  64       70       23      204            8.
  65       27       43      198           11.
  66       55      111      161            9.
  67      120       50      199           12.
  68       69       80      198           11.
  69      122       58      176           10.
  70       85       23      218            9.
  71      108       20      166           10.
  72      109       63      141           12.
  73       70      111      137           12.
  74       57      127      195           10.
  75      127       24      185           12.
  76       14       72      161            8.
  77       89       33      228            8.
  78      116       48      138           11.
  79       14       55      193            9.
  80       48      102      183           11.
  81       79      120      162           10.
  82       72       65      115           11.
  83      116       42      205            8.
  84       38       80      151           12.
  85       77       43      165           12.
  86       56       86      199           11.
  87       82       25      214           12.
  88       43       39      152           10.
  89       64       82      205            9.
  90       16       28      177           10.
  91      101       57      165           12.
  92       31       11      177           11.
  93       53       87      204           11.
  94       59      105      129            9.
  95      111       26      137           11.
  96       14       62      162            8.
  97      118      107      228           10.
  98       87       18      192           11.
  99       13       87      189            8.
 100       74       88      116           12.
 101       78       25      141            8.
 102       49      125      181           11.
 103      108       34      139           11.
 104       21       14      172            8.
 105       64       79      217           11.
 106      124      126      188           12.
 107      110       59      128           10.
 108       90      117      173            9.
 109       46       95      158            9.
 110       50       45      173           12.
 111       28       86      136            9.
 112       41      105      165           10.
 113       60      127      189           11.
 114      123       92      217            9.
 115       90       42      223           11.
 116      115       24      146            9.
 117       36       77      189           12.
 118       64       90      155           12.
 119       83      101      217           11.
 120       95       88      134            8.
 121      104      121      160           12.
 122       77       28      180            8.
 123       99       67      157            8.
 124      129       98      134           10.
 125       51       69      137           11.
 126       21       42      123            8.
 127      120       42      179           10.
 128      111       58      115            8.
 129       49      100      178           10.
 130       29       70      142            8.
 131       45      101      117            8.
 132       46      105      120           10.
 133       14      103      183            8.
 134       58      123      225           10.
 135       83       55      152            8.
 136       41       12      122           10.
 137       52       90      183           12.
 138       77       64      160           11.
 139       66       58      211           12.
 140       97       95      224           11.
 141      106      102      222           11.
 142       89       13      122           10.
 143       84      123      203           11.
 144       77       99      190           12.
 145       95       72      133           11.
 146       85      127      208            9.
 147      108       31      170           10.
 148      126       34      184            8.
 149       75       43      180           10.
 150       83       67      176            8.
 151       99       66      121           11.
 152       22       14      143           11.
 153       88       38      117           12.
 154       92       73      221            8.
 155      122      129      196           10.
 156       72       68      203           11.
 157      115       95      170           10.
 158      112       41      120           10.
 159       78      115      210           12.
 160       74      122      229           10.
 161       64      113      199            8.
 162       43      129      203           11.
 163      128       19      158            8.
 164       90       76      160           10.
 165       36       11      201            8.
 166       42       95      157           12.
 167      123       77      118           12.
 168       97       93      215            9.
 169      112       61      206            9.
 170      129       89      186            9.
 171      125       51      201            8.
 172       98       62      218           12.
 173       50       61      145           10.
 174       21      121      153            9.
 175       21       24      166           11.
 176       63       15      209            9.
 177       40       47      140            8.
 178       23       90      164           10.
 179       29       24      190           11.
 180       42       81      228           11.
 181       23       15      230           11.
 182       23       96      137           12.
 183      129       39      217            9.
 184       29       88      152            8.
 185      127       23      229            8.
 186       99      106      222           11.
 187       16      104      175           11.
 188       31       51      154           11.
 189       47       40      227           11.
 190       74      113      147           11.
 191       75       57      194           12.
 192       66      105      187           12.
 193       14      109      215           11.
 194      121      118      154           11.
 195       63       46      229            8.
 196       47       83      170            8.
 197       92       56      126            8.
 198       59       10      144           10.
 199      118      115      175            8.
 200       26       20      188           12.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 201       70       70       5.         0 1 1
 202       40       40       5.         0 1 0
