NAME: TEST-24-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       11       10      122            9.
   2       47       68      128            9.
   3       33       40      143           11.
   4       54       44      122           12.
   5       32       19      146           11.
   6       71       55      130            8.
   7       65       74      148           12.
   8       22       53      170           10.
   9       55       41      222           11.
  10       12       24      163           10.
  11       52       52      230           10.
  12       55       14      164            8.
  13       66       55      135           12.
  14       33       13      189            9.
  15       50       35      219            9.
  16       52       60      116            8.
  17       57       46      125           10.
  18       18       58      171           10.
  19       31       66      125           12.
  20       71       13      216            9.
  21       31       19      158            8.
  22       53       74      161            9.
  23       57       20      127            8.
  24       65       38      135           10.
  25       52       64      210           12.
  26       30       23      223           11.
  27       50       62      139            9.
  28       22       30      180           12.
  29       52       35      209           11.
  30       64       55      141            9.
  31       37       63      131           11.
  32       12       17      225            8.
  33       23       63      227           12.
  34       20       49      184            9.
  35       29       44      183           12.
  36       55       29      212           11.
  37       69       49      173           12.
  38       53       43      117           10.
  39       46       23      159           10.
  40       70       75      187           10.
  41       41       69      209            9.
  42       18       46      169           11.
  43       23       56      157            9.
  44       56       21      170            9.
  45       42       35      117           10.
  46       19       58      205            9.
  47       72       71      123           11.
  48       17       35      175           11.
  49       58       46      149           10.
  50       33       27      150           11.
  51       69       34      168           12.
  52       60       73      217           10.
  53       67       12      205           11.
  54       54       42      125            9.
  55       35       64      137           11.
  56       20       14      148            8.
  57       18       57      215            8.
  58       65       68      164           12.
  59       27       35      224           11.
  60       20       15      151            8.
  61       33       54      200           11.
  62       43       51      221           12.
  63       38       29      126           11.
  64       14       37      119           12.
  65       16       15      158            8.
  66       44       57      140           12.
  67       73       13      176           12.
  68       21       42      190            9.
  69       60       46      185            9.
  70       27       36      161            9.
  71       66       10      170            9.
  72       52       69      202           10.
  73       74       46      166           10.
  74       65       69      124            8.
  75       49       35      178            8.
  76       13       15      133            9.
  77       45       67      162            8.
  78       61       75      229           12.
  79       37       74      195            8.
  80       67       39      224           12.
  81       27       49      205            9.
  82       33       74      156           10.
  83       64       33      215           11.
  84       65       27      126            8.
  85       14       67      128           10.
  86       61       59      191           10.
  87       56       25      203            8.
  88       15       49      132            8.
  89       51       12      138           10.
  90       15       24      133            8.
  91       66       11      160           12.
  92       11       49      219           11.
  93       33       31      195           12.
  94       21       31      225           11.
  95       23       73      156           10.
  96       51       70      192           11.
  97       17       62      223            8.
  98       35       75      166           12.
  99       11       50      130           12.
 100       11       21      169           12.
 101       14       62      115           11.
 102       68       36      195           11.
 103       24       30      222           10.
 104       65       42      163           10.
 105       75       44      214            9.
 106       57       56      143           10.
 107       59       32      121           12.
 108       20       42      128            9.
 109       13       26      195            8.
 110       15       38      209            8.
 111       17       56      198            8.
 112       32       60      185           11.
 113       63       54      121           10.
 114       67       71      201            8.
 115       19       63      197           10.
 116       22       20      219           10.
 117       44       44      198           12.
 118       38       68      220           11.
 119       21       34      204           12.
 120       24       48      143            8.
 121       14       17      189            8.
 122       17       25      156            8.
 123       50       17      134            9.
 124       11       38      126            8.
 125       48       31      211           11.
 126       75       31      152            9.
 127       40       66      138           12.
 128       20       19      182           12.
 129       62       46      141           11.
 130       44       38      207            8.
 131       70       54      198           12.
 132       55       31      163           10.
 133       18       13      197            8.
 134       37       40      203           11.
 135       53       21      191           12.
 136       37       57      151           12.
 137       25       73      133            8.
 138       47       24      134           11.
 139       59       52      226            9.
 140       54       70      222           11.
 141       74       40      193           10.
 142       22       72      121           11.
 143       43       70      170           11.
 144       45       21      172            9.
 145       14       72      207           10.
 146       47       10      147            9.
 147       52       13      119           12.
 148       11       72      177           11.
 149       19       20      118           10.
 150       70       47      130           10.
 151       73       26      196           10.
 152       51       11      220           10.
 153       43       35      133           12.
 154       25       70      192           12.
 155       60       47      172           10.
 156       47       18      155            8.
 157       41       70      135           12.
 158       66       40      217           10.
 159       62       44      174           10.
 160       60       43      211           12.
 161       10       39      214           12.
 162       37       12      117            8.
 163       25       22      154           12.
 164       73       20      130           12.
 165       35       26      213           10.
 166       35       65      164            8.
 167       37       29      197           11.
 168       40       57      147           12.
 169       55       33      137           11.
 170       61       54      173            9.
 171       48       27      151            8.
 172       27       59      210           11.
 173       68       49      197           11.
 174       14       33      155            9.
 175       42       11      180           11.
 176       68       48      203            8.
 177       37       23      121            8.
 178       28       11      161            8.
 179       74       20      154           12.
 180       20       13      211            9.
 181       28       46      228            8.
 182       43       53      188            9.
 183       42       42      203           10.
 184       74       27      167            9.
 185       30       14      193           11.
 186       17       52      134           11.
 187       55       49      160           11.
 188       20       66      128            9.
 189       13       61      127           12.
 190       72       42      215           12.
 191       64       60      208           10.
 192       59       43      215            8.
 193       11       27      149            8.
 194       35       62      122            9.
 195       27       24      206            8.
 196       13       58      230            9.
 197       61       32      201           12.
 198       27       66      145           12.
 199       23       65      164           11.
 200       26       18      153           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 201       10       10       5.         0 1 1
 202       42       26       5.         0 0 1
 203       26       42       5.         0 0 1
 204       58       42       5.         0 0 1
 205       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
