NAME: TEST-10-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       44       32      132           11.
   2       27       78      207           11.
   3       96       45      149           10.
   4       89       84      174            9.
   5       76       28      148           12.
   6       12       90      134            8.
   7       93       79      137           12.
   8       22       22      197            9.
   9       18       63      179           11.
  10       27       51      206           11.
  11       97       84      217            9.
  12      129       69      157            8.
  13       92       11      124           10.
  14       34       76      201           10.
  15       97      127      117            9.
  16       51       12      197            9.
  17      128      127      183            8.
  18       68       71      143           11.
  19       59      124      160           11.
  20       84       26      172           11.
  21       79       81      119            8.
  22       73       59      215            9.
  23       21       38      229           12.
  24       42       19      166            9.
  25       15       83      219            9.
  26       44       25      154            8.
  27       97       26      204           12.
  28       80       72      174           11.
  29      115       37      148            9.
  30       47       91      148            9.
  31       60      121      209           11.
  32       95       84      188            9.
  33       31       84      215           10.
  34       36       75      174           11.
  35       99       24      196           10.
  36       68      128      188           11.
  37       90      117      195            8.
  38       73       84      149            9.
  39       54      127      149            8.
  40       43      113      200            9.
  41       18      100      194            9.
  42       35       91      142            9.
  43       22       31      176           11.
  44       80       84      224            8.
  45      126       25      178           10.
  46      110       27      152           11.
  47       99       31      144           12.
  48       33      130      214            8.
  49       76       40      178            8.
  50       27       40      180           11.
  51       11       85      146           12.
  52       60       23      148            9.
  53      115      116      203           10.
  54       66      104      223            8.
  55       17       65      140            9.
  56      120       20      130           10.
  57       39      130      165            8.
  58       16       87      172           12.
  59      116       84      117           11.
  60      117       18      226           12.
  61       33       57      128            8.
  62       48       85      147           11.
  63      128       31      220           12.
  64      112       11      116           10.
  65       12       61      222           11.
  66       67       93      119            8.
  67      123       96      204           11.
  68       22       81      197            9.
  69       74       45      157           12.
  70       79       31      139            9.
  71       89       73      190            8.
  72       55       10      193            8.
  73       70       75      215            9.
  74      112       33      201           10.
  75       85       18      223           10.
  76       31       26      203            8.
  77       35       26      121            9.
  78       21       22      137           11.
  79       65      115      164            8.
  80       45       29      130           10.
  81       77       92      225            8.
  82       95       38      140           10.
  83       65       68      203           11.
  84       18       77      138           10.
  85      113       64      202            9.
  86       82       21      200            9.
  87       63       34      129            8.
  88       14       47      123            9.
  89       37      108      199            9.
  90      101      121      145           10.
  91      121       13      224            8.
  92       49       92      190            8.
  93       73       25      203            9.
  94       38       79      228           11.
  95      105       50      195            9.
  96       35       88      144            8.
  97      109       59      154            8.
  98       38       78      137            9.
  99       32       75      226           10.
 100       12       19      211            9.
 101       75       59      230           10.
 102       85       49      138            9.
 103      109       65      153           10.
 104       62       31      143           12.
 105      100      101      123           12.
 106       90       85      132           10.
 107       39       48      139            9.
 108      124      106      144           12.
 109       23       94      165           10.
 110      116      103      217           11.
 111       71       84      139           12.
 112       50       27      174            9.
 113      119       53      151           11.
 114       61      120      137           12.
 115      107       32      195            9.
 116       24       97      133           12.
 117       97       35      148            8.
 118      117      103      192           11.
 119       54      106      191           12.
 120       10       70      172           12.
 121       13      123      227           12.
 122       87       36      160           10.
 123       99       13      129           11.
 124       93      120      139            9.
 125      121       86      131            8.
 126       66       16      145           11.
 127      128      123      195           11.
 128       40       16      197           10.
 129       59       66      115           11.
 130       65       85      192           11.
 131      116       36      221            9.
 132       14       22      213           10.
 133       83       45      151           10.
 134       26       69      229           10.
 135       81       94      198           12.
 136       47       53      145           12.
 137      123       13      136           11.
 138       33       83      185            8.
 139      110       59      202           11.
 140      107       99      223            8.
 141       33       78      120            8.
 142      116      125      224           10.
 143       79      115      192           10.
 144       71       69      221           10.
 145      130       10      202           10.
 146       53       65      154            8.
 147       36      130      182            8.
 148       80       45      212           11.
 149      109       97      146            9.
 150       92       58      160           12.
 151       41       90      140           12.
 152      105       13      173           12.
 153       66       46      194           10.
 154       87       26      176           11.
 155       42       45      122           10.
 156      123       94      222            8.
 157       49       81      216           12.
 158       73       76      199            8.
 159       47       93      166            8.
 160       19       16      167            9.
 161       59       83      118           11.
 162       35      112      168           10.
 163       10       17      121           10.
 164       42      112      143            9.
 165       13      108      223           12.
 166       55       24      173           11.
 167       98       48      211            8.
 168       92      125      205           12.
 169       61      119      221            8.
 170       30       76      117           11.
 171       32       11      196           11.
 172      111      110      141           11.
 173      110      111      156            9.
 174       96       24      119           12.
 175       32       89      182            8.
 176       45      124      154           12.
 177      121       56      115            8.
 178       59      101      141            9.
 179       33       23      142           11.
 180      111       17      228           10.
 181      127      111      162            8.
 182      122       82      143           11.
 183       17      125      157            9.
 184       76       78      188           12.
 185      103       46      205            9.
 186       63       64      180            8.
 187       70       47      115           10.
 188       10       19      118            9.
 189       60      122      184           10.
 190       97       37      190            8.
 191      130       81      161            9.
 192       47       38      195            9.
 193       23      107      158           10.
 194       76      121      171           10.
 195       30       91      217           12.
 196       29      105      139           11.
 197       31      112      155            8.
 198       94       99      123            8.
 199      103      112      199            9.
 200      115      104      161           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 201       70       70       5.         0 1 1
 202       40       40       5.         0 1 0
 203       70       40       5.         0 1 1
 204      100       40       5.         0 1 0
 205       40       70       5.         0 1 1
 206      100       70       5.         0 1 1
 207       40      100       5.         0 1 0
 208       70      100       5.         0 1 1
 209      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
