NAME: TEST-18-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1      110       25      204           10.
   2      113       89      122           10.
   3       20       28      148            8.
   4       40       98      216           12.
   5      106       27      122           12.
   6      102       84      206           12.
   7       81       29      118           12.
   8      101      129      118            9.
   9       86       24      219           10.
  10       64       57      220            9.
  11       11      128      128           12.
  12      109       64      162            8.
  13       85       62      118           12.
  14       95      125      182           12.
  15       65       29      183            8.
  16       27       64      187           10.
  17      130       95      210           11.
  18       40       89      164            8.
  19       51       68      202           10.
  20       26       84      124           12.
  21       90       91      193           10.
  22       46      122      202           11.
  23      101       42      199            9.
  24       78       70      178           12.
  25       18       43      129            9.
  26      102      122      164            8.
  27      119       81      141           12.
  28       69       36      179            8.
  29      106       91      183           12.
  30      104      109      217           10.
  31       70       33      198           11.
  32      128      114      207            8.
  33       49       30      201           12.
  34       29       49      206           10.
  35      127       92      201            8.
  36       73       58      194           12.
  37       18       10      189            8.
  38       68      121      179            8.
  39       95       31      139           10.
  40      110       11      195           10.
  41       48       39      193           10.
  42       94      117      195           10.
  43       56       55      228            8.
  44       41       57      187           12.
  45       66      114      128           11.
  46       88       60      191           11.
  47       56       69      222           11.
  48       96       89      191           10.
  49      126       27      179           10.
  50       59       28      209           12.
  51      116       66      118           12.
  52      127       97      168           10.
  53      118       63      174           12.
  54      113      104      174            8.
  55       13       43      150            8.
  56       79       90      133           11.
  57      129       32      165           10.
  58       42      114      219            8.
  59       89      104      174            9.
  60       23       39      195            9.
  61       74       14      166           10.
  62       68       87      211            8.
  63       51       90      185           11.
  64       88       31      184            8.
  65       52       69      159           10.
  66      110      124      225           11.
  67       52       89      217           12.
  68       60       44      212            9.
  69       94      122      229           10.
  70       39       24      123           10.
  71       44      109      175           11.
  72       11      126      136           10.
  73       24       47      123            8.
  74       49       37      199            9.
  75       43       15      191           11.
  76       48       94      155           11.
  77       75       95      158            9.
  78       57       75      226           12.
  79       89       97      211            8.
  80       42       98      203            8.
  81       57       28      124           11.
  82       65       39      168            8.
  83      106      115      211           10.
  84       77       41      199            8.
  85       30       73      119            9.
  86       31       65      150           11.
  87      108       37      190           12.
  88       81       50      142           10.
  89      116       12      202           10.
  90      110       20      212            9.
  91      100       71      229            8.
  92      122       70      131            9.
  93       36       10      156           11.
  94       54      103      186            8.
  95       92      103      226            8.
  96       87       60      144            9.
  97       18       24      190           10.
  98       39       56      161           10.
  99       89       72      178           11.
 100       65       52      160           10.
 101       50       12      188            8.
 102       89       47      152            9.
 103       60       76      220            8.
 104       94      130      166           10.
 105       72       36      118           10.
 106       19      108      168           12.
 107       96       90      179           12.
 108       70       67      129            8.
 109       91      101      174            8.
 110       51       17      132           10.
 111      101       38      152           12.
 112      102       97      179           10.
 113      114      113      154           10.
 114       95       72      185            9.
 115       44       84      192           11.
 116       90       65      189           12.
 117      102      104      165            9.
 118       27       36      162           10.
 119       15       83      171           10.
 120       66       42      167           10.
 121       94       45      182           10.
 122      122      128      129           11.
 123       20       18      132            8.
 124       64       26      134            9.
 125       10       59      164           11.
 126       76       70      122           12.
 127       37       72      132            8.
 128      114       36      118           11.
 129       47      127      229            9.
 130       93       53      195           11.
 131       46       96      194           10.
 132       91       88      209           10.
 133       88       97      187            8.
 134      127      106      153           11.
 135      128       59      148           12.
 136       74      124      225           11.
 137       20       95      211           12.
 138      109       49      153            9.
 139       31      113      147            8.
 140       59       98      150           10.
 141       79       76      179           12.
 142      118      100      191            8.
 143      100       14      193            9.
 144       77       52      223           10.
 145       76       62      178           10.
 146      117       34      129            9.
 147       83       82      180           10.
 148       76       21      134            8.
 149       60      101      217           10.
 150       20      112      196            9.
 151       19       45      222           11.
 152      125       85      122            9.
 153       75      113      206            8.
 154       88       20      152            9.
 155       70      116      154           10.
 156       54       30      192           10.
 157       24       14      173           10.
 158      104       52      217           10.
 159      100      117      158           11.
 160       58      101      211           10.
 161      105       28      181            9.
