NAME: TEST-20-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       20       22      132           11.
   2       21       47      207           11.
   3       42       29      149           10.
   4       58       50      174            9.
   5       20       20      148           12.
   6       53       53      134            8.
   7       12       48      137           12.
   8       54       16      197            9.
   9       75       38      179           11.
  10       43       32      206           11.
  11       62       50      217            9.
  12       61       42      157            8.
  13       12       11      124           10.
  14       21       46      201           10.
  15       24       74      117            9.
  16       38       11      197            9.
  17       33       74      183            8.
  18       51       43      143           11.
  19       37       72      160           11.
  20       25       19      172           11.
  21       18       49      119            8.
  22       19       37      215            9.
  23       43       25      229           12.
  24       28       15      166            9.
  25       72       49      219            9.
  26       47       18      154            8.
  27       33       19      204           12.
  28       28       44      174           11.
  29       38       25      148            9.
  30       39       54      148            9.
  31       62       70      209           11.
  32       67       50      188            9.
  33       48       50      215           10.
  34       58       45      174           11.
  35       33       18      196           10.
  36       51       74      188           11.
  37       60       68      195            8.
  38       20       10      149            9.
  39       11       74      149            8.
  40       36       66      200            9.
  41       25       59      194            9.
  42       39       10      142            9.
  43       68       21      176           11.
  44       66       50      224            8.
  45       17       19      178           10.
  46       18       20      152           11.
  47       27       22      144           12.
  48       47       75      214            8.
  49       13       27      178            8.
  50       65       26      180           11.
  51       17       51      146           12.
  52       63       17      148            9.
  53       33       68      203           10.
  54       53       61      223            8.
  55       32       40      140            9.
  56       42       16      130           10.
  57       49       75      165            8.
  58       26       52      172           12.
  59       15       51      117           11.
  60       38       15      226           12.
  61       18       36      128            8.
  62       31       51      147           11.
  63       45       22      220           12.
  64       54       11      116           10.
  65       24       38      222           11.
  66       59       55      119            8.
  67       50       57      204           11.
  68       15       49      197            9.
  69       69       29      157           12.
  70       34       22      139            9.
  71       15       45      190            8.
  72       34       20      193            8.
  73       15       46      215            9.
  74       51       23      201           10.
  75       69       10      223           10.
  76       44       19      203            8.
  77       46       19      121            9.
  78       32       17      137           11.
  79       51       67      164            8.
  80       25       21      130           10.
  81       30       55      225            8.
  82       30       26      140           10.
  83       32       42      203           11.
  84       74       46      138           10.
  85       37       40      202            9.
  86       19       17      200            9.
  87       14       24      129            8.
  88       66       30      123            9.
  89       59       63      199            9.
  90       11       71      145           10.
  91       14       13      224            8.
  92       24       55      190            8.
  93       31       19      203            9.
  94       22       48      228           11.
  95       70       32      195            9.
  96       11       53      144            8.
  97       61       37      154            8.
  98       54       47      137            9.
  99       12       46      226           10.
 100       69       15      211            9.
 101       53       37      230           10.
 102       32       32      138            9.
 103       12       41      153           10.
 104       49       22      143           12.
 105       30       60      123           12.
 106       55       51      132           10.
 107       52       31      139            9.
 108       17       63      144           12.
 109       25       56      165           10.
 110       40       61      217           11.
 111       16       51      139           12.
 112       41       20      174            9.
 113       57       34      151           11.
 114       32       70      137           12.
 115       38       23      195            9.
 116       67       57      133           12.
 117       10       25      148            8.
 118       42       61      192           11.
 119       64       62      191           12.
 120       34       43      172           12.
 121       58       71      227           12.
 122       45       25      160           10.
 123       30       13      129           11.
 124       42       70      139            9.
 125       39       52      131            8.
 126       62       14      145           11.
 127       26       72      195           11.
 128       56       14      197           10.
 129       43       41      115           11.
 130       54       51      192           11.
 131       59       25      221            9.
 132       64       17      213           10.
 133       38       30      151           10.
 134       75       42      229           10.
 135       47       56      198           12.
 136       46       34      145           12.
 137       47       13      136           11.
 138       43       50      185            8.
 139       13       38      202           11.
 140       34       59      223            8.
 141       66       47      120            8.
 142       27       73      224           10.
 143       61       67      192           10.
 144       25       43      221           10.
 145       59       71      202           10.
 146       46       11      154            8.
 147       48       75      182            8.
 148       44       30      212           11.
 149       32       58      146            9.
 150       43       37      160           12.
 151       31       54      140           12.
 152       52       13      173           12.
 153       12       31      194           10.
 154       42       20      176           11.
 155       37       30      122           10.
 156       64       56      222            8.
 157       49       49      216           12.
 158       13       47      199            8.
 159       74       55      166            8.
 160       71       14      167            9.
 161       57       50      118           11.
 162       11       66      168           10.
 163       40       15      121           10.
 164       13       66      143            9.
 165       63       63      223           12.
 166       36       19      173           11.
 167       45       11      211            8.
 168       21       73      205           12.
 169       66       69      221            8.
 170       70       46      117           11.
 171       35       43      196           11.
 172       30       65      141           11.
 173       65       65      156            9.
 174       53       19      119           12.
 175       65       53      182            8.
 176       39       72      154           12.
 177       59       36      115            8.
 178       31       60      141            9.
 179       69       18      142           11.
 180       15       16      228           10.
 181       70       65      162            8.
 182       46       50      143           11.
 183       66       72      157            9.
 184       26       48      188           12.
 185       38       31      205            9.
 186       62       40      180            8.
 187       65       31      115           10.
 188       61       16      118            9.
 189       40       71      184           10.
 190       55       26      190            8.
 191       16       50      161            9.
 192       11       27      195            9.
 193       35       63      158           10.
 194       10       71      171           10.
 195       73       54      217           12.
 196       33       62      139           11.
 197       14       66      155            8.
 198       41       59      123            8.
 199       35       66      199            9.
 200       24       62      161           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 201       10       10       5.         0 1 1
 202       42       26       5.         0 0 1
 203       26       42       5.         0 0 1
 204       58       42       5.         0 0 1
 205       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
