NAME: TEST-21-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       73       42      144            9.
   2       35       72      146           12.
   3       58       70      225           10.
   4       55       51      177           11.
   5       65       18      140           10.
   6       59       39      214           10.
   7       69       24      165           10.
   8       16       56      157           10.
   9       58       56      154           10.
  10       14       22      165           10.
  11       17       11      183           11.
  12       51       39      165            8.
  13       29       31      140           11.
  14       41       12      169           11.
  15       71       57      177            8.
  16       60       75      149            9.
  17       63       32      221            8.
  18       75       39      130           12.
  19       54       22      203           12.
  20       40       73      221            9.
  21       27       64      206           12.
  22       31       62      189           10.
  23       53       59      168            8.
  24       34       65      185           12.
  25       55       38      156           10.
  26       69       27      195           10.
  27       19       64      216            8.
  28       22       36      160            9.
  29       32       54      178            8.
  30       23       25      127            8.
  31       34       57      217           10.
  32       18       49      169           12.
  33       47       38      212            8.
  34       55       70      149            8.
  35       53       47      222           11.
  36       29       28      187           11.
  37       47       47      170            9.
  38       28       29      214            9.
  39       13       53      119            9.
  40       13       75      129           12.
  41       23       56      195            9.
  42       10       56      186            9.
  43       12       72      176           12.
  44       71       33      224            9.
  45       49       37      204            9.
  46       68       54      178           11.
  47       51       18      205            8.
  48       42       32      206           10.
  49       51       11      203           10.
  50       53       57      207           11.
  51       20       58      145            9.
  52       21       28      182            9.
  53       40       67      194           10.
  54       72       54      197            8.
  55       47       54      152           12.
  56       10       27      162           12.
  57       36       17      139            9.
  58       38       41      138           11.
  59       61       47      130            8.
  60       42       47      168           12.
  61       73       55      185            8.
  62       53       45      222            9.
  63       43       42      199            8.
  64       45       59      134           11.
  65       11       39      200           10.
  66       34       72      178           12.
  67       39       30      193           12.
  68       65       52      211            9.
  69       22       74      141           11.
  70       12       36      179           12.
  71       25       19      128           12.
  72       54       75      213           10.
  73       61       44      149           12.
  74       10       68      216           12.
  75       40       60      138           11.
  76       60       57      183           12.
  77       10       42      207           12.
  78       11       42      147           11.
  79       26       17      230           10.
  80       52       57      195           12.
  81       40       24      116           10.
  82       26       64      188            9.
  83       52       75      153           12.
  84       63       40      162            9.
  85       72       47      185           12.
  86       51       21      147           10.
  87       42       75      149           12.
  88       66       52      192            8.
  89       45       48      163            8.
  90       17       66      119           11.
  91       29       65      186           12.
