NAME: TEST-28-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       51       18      204           10.
   2       46       53      122           10.
   3       68       19      148            8.
   4       19       58      216           12.
   5       58       19      122           12.
   6       62       50      206           12.
   7       58       20      118           12.
   8       31       75      118            9.
   9       13       18      219           10.
  10       72       35      220            9.
  11       34       74      128           12.
  12       73       39      162            8.
  13       61       38      118           12.
  14       17       73      182           12.
  15       16       10      183            8.
  16       50       39      187           10.
  17       73       56      210           11.
  18       29       53      164            8.
  19       71       41      202           10.
  20       43       50      124           12.
  21       50       54      193           10.
  22       27       71      202           11.
  23       12       28      199            9.
  24       20       43      178           12.
  25       24       28      129            9.
  26       44       71      164            8.
  27       31       49      141           12.
  28       54       24      179            8.
  29       56       54      183           12.
  30       41       64      217           10.
  31       14       23      198           11.
  32       30       67      207            8.
  33       34       21      201           12.
  34       49       31      206           10.
  35       34       55      201            8.
  36       55       36      194           12.
  37       31       18      189            8.
  38       65       70      179            8.
  39       21       22      139           10.
  40       37       11      195           10.
  41       30       26      193           10.
  42       62       68      195           10.
  43       12       35      228            8.
  44       13       36      187           12.
  45       12       67      128           11.
  46       69       37      191           11.
  47       52       42      222           11.
  48       53       53      191           10.
  49       25       20      179           10.
  50       42       20      209           12.
  51       30       41      118           12.
  52       18       58      168           10.
  53       56       39      174           12.
  54       66       61      174            8.
  55       38       28      150            8.
  56       19       54      133           11.
  57       11       23      165           10.
  58       73       66      219            8.
  59       60       61      174            9.
  60       33       26      195            9.
  61       15       13      166           10.
  62       42       52      211            8.
  63       13       54      185           11.
  64       33       22      184            8.
  65       57       42      159           10.
  66       54       72      225           11.
  67       44       53      217           12.
  68       28       29      212            9.
  69       35       10      229           10.
  70       37       18      123           10.
  71       29       64      175           11.
  72       30       73      136           10.
  73       61       30      123            8.
  74       43       25      199            9.
  75       52       13      191           11.
  76       25       56      155           11.
  77       69       56      158            9.
  78       12       46      226           12.
  79       12       58      211            8.
  80       34       58      203            8.
  81       59       20      124           11.
  82       57       26      168            8.
  83       63       67      211           10.
  84       67       27      199            8.
  85       68       44      119            9.
  86       49       40      150           11.
  87       68       25      190           12.
  88       60       32      142           10.
  89       42       12      202           10.
  90       61       16      212            9.
  91       19       44      229            8.
  92       57       43      131            9.
  93       51       49      156           11.
  94       20       61      186            8.
  95       31       61      226            8.
  96       24       38      144            9.
  97       48       18      190           10.
  98       67       35      161           10.
  99       55       44      178           11.
 100       65       33      160           10.
 101       31       12      188            8.
 102       28       31      152            9.
 103       57       46      220            8.
 104       65       75      166           10.
 105       32       25      118           10.
 106       57       63      168           12.
 107       36       54      179           12.
 108       73       41      129            8.
 109       28       60      174            8.
 110       16       15      132           10.
 111       48       26      152           12.
 112       23       58      179           10.
 113       64       66      154           10.
 114       61       44      185            9.
 115       75       50      192           11.
 116       11       41      189           12.
 117       73       61      165            9.
 118       26       25      162           10.
 119       32       50      171           10.
 120       52       28      167           10.
 121       35       30      182           10.
 122       68       74      129           11.
 123       51       15      132            8.
 124       17       20      134            9.
 125       44       37      164           11.
 126       55       43      122           12.
 127       49       44      132            8.
 128       57       25      118           11.
 129       11       74      229            9.
 130       57       34      195           11.
 131       41       57      194           10.
 132       36       53      209           10.
 133       55       11      187            8.
 134       21       63      153           11.
 135       16       38      148           12.
 136       46       72      225           11.
 137       65       56      211           12.
 138       56       32      153            9.
 139       42       66      147            8.
 140       51       58      150           10.
 141       75       46      179           12.
 142       73       59      191            8.
 143       13       14      193            9.
 144       23       34      223           10.
 145       45       39      178           10.
 146       63       24      129            9.
 147       25       50      180           10.
 148       58       17      134            8.
 149       26       60      217           10.
 150       71       65      196            9.
 151       28       30      222           11.
 152       12       52      122            9.
 153       57       66      206            8.
 154       30       17      152            9.
 155       29       68      154           10.
 156       42       22      192           10.
 157       67       13      173           10.
 158       38       34      217           10.
 159       73       68      158           11.
 160       27       60      211           10.
 161       56       21      181            9.
 162       58       57      198           12.
 163       28       42      177           11.
 164       45       14      165           12.
 165       63       43      218            9.
 166       46       40      179            9.
 167       63       27      151           12.
 168       45       16      224           11.
 169       70       24      122            8.
 170       13       49      145           11.
 171       73       14      205           11.
 172       20       48      193           10.
 173       61       23      195           12.
 174       37       29      202            8.
 175       42       56      205           10.
 176       52       22      123            9.
 177       64       65      148            8.
 178       51       35      206           11.
 179       48       28      161            9.
 180       16       26      182           12.
 181       38       11      168            8.
 182       16       44      158           10.
 183       58       60      195           10.
 184       12       60      190           12.
 185       45       61      127            8.
 186       63       40      175           12.
 187       47       41      227           11.
 188       36       66      220           11.
 189       17       47      130           10.
 190       18       20      180            8.
 191       36       33      180           12.
 192       62       32      146           12.
 193       34       43      179           10.
 194       43       27      205            9.
 195       36       19      229           11.
 196       47       75      151           10.
 197       40       57      161            8.
 198       18       31      172            9.
 199       10       13      123            9.
 200       70       12      148           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 201       10       10       5.         0 1 1
 202       42       26       5.         0 0 1
 203       26       42       5.         0 0 1
 204       58       42       5.         0 0 1
 205       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
