NAME: TEST-13-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       95       59      165            9.
   2       78       69      155            8.
   3       12       92      205            9.
   4       87       81      178           11.
   5       49      128      197           10.
   6       83       46      183            8.
   7       80      100      115            8.
   8       59       97      132           11.
   9      123       69      166            8.
  10       25       49      175            9.
  11       67      118      185            8.
  12       10       55      192            8.
  13       38      101      184            9.
  14      121       76      211           11.
  15       30      111      213           11.
  16      103       72      225           12.
  17       30      116      223           11.
  18      100       86      209           10.
  19       83      130      124           12.
  20      116      123      218            9.
  21       85       61      199            8.
  22       31       10      175           11.
  23      106       21      228            8.
  24       40       32      222            9.
  25       14       20      130           11.
  26       25       75      188           11.
  27       13       56      176            8.
  28       57       61      161           11.
  29       77       18      191            8.
  30      120      105      162            8.
  31      129       40      170            9.
  32      102       20      169           12.
  33       82       46      173            9.
  34       64       65      119            9.
  35       16       11      147           12.
  36      105       30      136            8.
  37       43      111      154            8.
  38      125      107      194           10.
  39       54       32      116            9.
  40       60       35      131           10.
  41      129       33      228           12.
  42      107      121      163           12.
  43       91       20      173            8.
  44      123       56      175           12.
  45       87       18      130            9.
  46       35      123      158           10.
  47       85       26      171            8.
  48       26       88      218            9.
  49       18       83      136           12.
  50       96      117      210            8.
  51       48      115      198           11.
  52       60      101      124           12.
  53      130       74      213            8.
  54       81       65      142           12.
  55       69       30      216            8.
  56       71      116      170           12.
  57       40       86      156           12.
  58       11       69      167            8.
  59       83       53      219            9.
  60       39      113      190           10.
  61       57       94      205           10.
  62      103       50      204           12.
  63       82       42      122            8.
  64       30      130      124            9.
  65      106      108      196            8.
  66       98       12      209            9.
  67      112       93      191           12.
  68      118       56      210           11.
  69      122      101      123           11.
  70       41       20      221           12.
  71      113      101      189            9.
  72       93      104      230           10.
  73       98       41      215           12.
  74      127       23      188           10.
  75       51       93      124           12.
  76       14       65      206           10.
  77       37       89      174           12.
  78      109      130      120            8.
  79      109       85      117           11.
  80       88       99      205           10.
  81       46       93      122            9.
  82       88       87      125           11.
  83       53       96      222           12.
  84       13       68      200            8.
  85       69       10      146            9.
  86       55      101      196           10.
  87       15       22      158           10.
  88      102       55      198           12.
  89       99       34      180            8.
  90       89       16      228            8.
  91       42      114      222           10.
  92       44       46      135           12.
  93       16       15      209           11.
  94      118      124      218           11.
  95       13       20      214            9.
  96       52       43      166            8.
  97       43       61      225           10.
  98       97       44      139            8.
  99       35       89      172           10.
 100       69      102      132           10.
 101       64       93      219           10.
 102      110      112      128           12.
 103      105       21      163            8.
 104      117       91      152           12.
 105       76       62      172            8.
 106      108       16      130            9.
 107       28       94      214           12.
 108       24      113      205            9.
 109       84       83      149            8.
 110       65       35      228           12.
 111       55       19      205           10.
 112      114       61      215            9.
 113      119       43      116            9.
 114       39       63      219            9.
 115       62       34      168           11.
 116       97       24      160            9.
