NAME: TEST-12-N200
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 200  50   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       14       98      152           11.
   2      105       87      197           10.
   3       56      130      183           10.
   4       93      114      151           12.
   5       64      104      159           11.
   6       35       82      167            8.
   7       70       96      194            9.
   8       28       94      195            9.
   9       38       53      193            9.
  10       72       23      218           12.
  11       36      120      213            8.
  12       82       12      210           10.
  13       33       44      150            9.
  14       81       51      166            8.
  15       66       96      200           12.
  16       46       31      131           12.
  17      130       55      132            9.
  18      120       23      124           11.
  19      109      111      119            8.
  20      117      118      135            9.
  21       45       74      156            9.
  22       36       69      136            8.
  23       84       84      137           10.
  24      120       43      132           11.
  25      127       27      205           12.
  26       65       95      168            9.
  27       74       33      204            8.
  28       76       78      147           12.
  29       43       29      207           11.
  30      110       94      131            9.
  31       67       74      130           12.
  32       22       86      119           10.
  33       65       31      229            8.
  34       86       51      176           12.
  35       79       53      150            8.
  36      117      128      117           12.
  37       34       69      119           11.
  38      126       74      125           12.
  39       31       29      119           12.
  40       56       77      189           12.
  41       62       18      125            8.
  42       57      113      225           12.
  43       64      123      193            9.
  44       96      112      128           10.
  45      120       19      135            9.
  46       68       99      188            9.
  47      108       58      178           10.
  48       85      109      164           11.
  49       39      100      200            8.
  50       59       56      218           10.
  51       26      114      195           11.
  52       11       30      150           12.
  53       58       61      154            9.
  54       69       90      163           10.
  55       23       95      177           12.
  56       65       19      207            9.
  57       33       93      129            9.
  58       12       39      156            8.
  59       73       50      135            8.
  60       55       35      200            8.
  61      125       81      174           12.
  62       91       76      186           12.
  63       12       58      151            9.
  64       44       95      185            8.
  65      125       32      164           11.
  66      123      114      204           11.
  67       52       41      129           12.
  68       14       60      210           12.
  69       82       47      174           11.
  70      100      117      134           11.
  71       35       45      218           11.
  72       85      103      187           12.
  73       25       58      223           12.
  74      114       41      127            8.
  75       80       93      221            9.
  76       11       81      169            8.
  77      122       56      116            8.
  78       79       58      149           10.
  79      118       66      207            9.
  80       32      130      125           10.
  81       36       14      170           12.
  82       56       65      217           10.
  83      121      129      171           11.
  84       52       65      128           10.
  85       79      126      142            8.
  86       67      127      184           11.
  87       96       14      210           11.
  88      120      112      210            9.
  89       36       63      191           11.
  90      104       12      137            9.
  91       12       11      190            9.
  92       69       30      195            9.
  93      106       90      156           11.
  94       64       39      143           10.
  95      106       16      119            9.
  96       13       57      147           11.
  97       99       53      195           11.
  98       46       33      122            8.
  99       75       80      164            9.
 100       95      107      193           11.
 101       75       13      140           12.
 102      130       96      134            8.
 103       91      127      185            8.
 104       25       46      183           10.
 105       76       34      192            9.
 106      121      101      204            8.
 107       22       72      163            8.
 108      109       20      177           10.
 109       36       94      130           10.
 110       26       38      136           10.
 111       62      128      189           11.
 112       44       61      223           11.
 113       41       33      170           11.
 114      105       50      148           11.
