NAME: TEST-17-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       77      127      129           12.
   2      115      127      138            8.
   3      123       36      181           12.
   4       11       34      162           12.
   5       43       86      196            9.
   6       61      111      187           11.
   7       31       26      227           11.
   8       52       74      145            8.
   9       24       61      179           11.
  10       83       51      202           11.
  11       61      103      222            8.
  12       30       86      169           11.
  13       84       99      171            9.
  14       44       51      145            9.
  15       66       35      201           10.
  16       49       35      202           11.
  17       29       65      203           12.
  18       52       47      158            8.
  19       67       59      191           10.
  20      112       67      160           11.
  21       67      130      203            8.
  22       24       42      223           11.
  23       90      120      174           12.
  24       60       47      134            8.
  25      118      129      146           10.
  26       57       14      168            8.
  27       80       61      141           10.
  28       55       67      229           10.
  29       10       31      196            9.
  30       98       34      216           12.
  31      111      109      213           12.
  32       57       38      123           10.
  33       45       58      137           11.
  34       90       21      179           11.
  35       48       90      163           11.
  36       19      119      154           10.
  37       33       21      163           12.
  38       48      110      127            8.
  39       74       94      149           11.
  40       15       65      127           10.
  41       11       31      118           11.
  42      110       76      142           11.
  43      119      127      127           11.
  44       64       22      204            9.
  45       72       53      142           12.
  46       16       29      159           11.
  47       24       92      209           12.
  48      109      112      148           11.
  49       95       65      158           11.
  50       85       90      216            8.
  51       48       25      146           10.
  52       89       63      157           10.
  53       44      113      194            8.
  54       98      118      155           11.
  55       44       21      202           10.
  56       80       63      226           10.
  57       38       93      189           10.
  58      125       27      115           10.
  59      102       57      197            9.
  60       68       66      179           11.
  61       71       95      156           11.
  62       65       50      145            9.
  63       57       89      145           11.
  64       70       23      166           10.
  65       27       43      192           10.
  66       55      111      148            9.
  67      120       50      215           11.
  68       69       80      157           12.
  69      122       58      185           12.
  70       85       23      189           12.
  71      108       20      201           11.
  72      109       63      129           10.
  73       70      111      173           11.
  74       57      127      229           11.
  75      127       24      164           11.
  76       14       72      228           10.
  77       89       33      192            8.
  78      116       48      164            9.
  79       14       55      147           11.
  80       48      102      144            9.
  81       79      120      176            8.
  82       72       65      166           12.
  83      116       42      155            9.
  84       38       80      156           10.
  85       77       43      190            9.
  86       56       86      127           12.
  87       82       25      216           11.
  88       43       39      124           12.
  89       64       82      122           11.
  90       16       28      156           10.
  91      101       57      176            8.
  92       31       11      177           12.
  93       53       87      195           12.
  94       59      105      149            9.
  95      111       26      148           11.
  96       14       62      137           11.
  97      118      107      138           10.
  98       87       18      176           12.
  99       13       87      206           10.
 100       74       88      193            9.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
