NAME: TEST-19-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1      113       52      217           12.
   2       39       71      207           12.
   3       57      128      197           12.
   4       73       79      118           12.
   5       59       62      193            8.
   6      120       46      147           12.
   7       68       43      119            9.
   8       33       56      156            8.
   9       66      124      194            8.
  10       28      115      122           11.
  11       26      119      159           12.
  12      113       26      227            8.
  13       57       21      202           11.
  14      124       84      173           12.
  15       47       91      182           11.
  16       29       13      119           12.
  17       70      113      213            9.
  18       23      121      166           10.
  19       24      112      127           12.
  20       74       71      211            9.
  21       31       61      221           10.
  22      102      117      218           10.
  23       14       77      170            9.
  24      118       84      176           12.
  25       34       61      150           11.
  26       37      112      147           12.
  27      124       83      137           10.
  28       23       12      136            8.
  29       45       43      169            9.
  30      126       45      209           12.
  31       51       45      116            9.
  32      121       44      128           10.
  33       47       64      126           11.
  34       94      123      169           12.
  35      129       16      205           11.
  36       67       80      194           11.
  37       34       28      220           12.
  38      125       88      173           12.
  39       12       62      222            9.
  40       85       39      199           12.
  41      103       79      205           10.
  42      104       15      199           10.
  43       91       47      227           12.
  44       85       15      156           11.
  45       65      108      198           11.
  46       88       29      190           12.
  47       82       26      154           10.
  48       83       16      208            8.
  49       93       73      179            9.
  50      124      103      133           10.
  51       67      107      149            8.
  52      117       15      148           10.
  53       87      119      201           10.
  54       33       83      156            9.
  55       99       25      138            8.
  56       59       89      206            8.
  57       57       90      116            9.
  58       87       54      148            8.
  59       63      123      184            9.
  60       36       68      179            8.
  61      108      116      159            9.
  62       52       67      123            8.
  63       90       84      211            9.
  64       81       11      166           10.
  65       95       86      115           12.
  66       13       80      203           11.
  67       74      117      220           11.
  68       49       70      131           10.
  69       47       36      156           11.
  70      102       13      125           11.
  71       22      116      228           11.
  72       11       69      124           10.
  73       60      124      123           10.
  74       92       91      130            8.
  75      121       18      227            9.
  76      102       17      165           11.
  77       24      126      171           11.
  78      126       19      120           12.
  79      100      111      124           10.
  80       90       59      140            9.
  81      127       17      164            9.
  82      101       82      124           12.
  83       19       92      116           12.
  84       68       75      213           11.
  85      119       21      142           11.
  86       22       62      130           12.
  87       15       91      226            9.
  88       32       10      196            9.
  89       98       39      208           11.
  90       18       97      207           11.
  91       49       67      176           11.
  92       50       92      117           11.
  93       76       65      146           11.
  94       78      115      226           10.
  95       20       38      139           11.
  96      117       14      120            8.
  97      109      130      185           11.
  98       58      118      132           10.
  99       16       52      120           11.
 100       11       33      147           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
