NAME: TEST-18-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1      110       25      116            9.
   2      113       89      178           12.
   3       20       28      139           12.
   4       40       98      192           10.
   5      106       27      202            8.
   6      102       84      141           11.
   7       81       29      214           10.
   8      101      129      185           10.
   9       86       24      205            9.
  10       64       57      184            9.
  11       11      128      148           12.
  12      109       64      121            8.
  13       85       62      161           10.
  14       95      125      174            9.
  15       65       29      227            9.
  16       27       64      197           11.
  17      130       95      198           11.
  18       40       89      162           12.
  19       51       68      196            9.
  20       26       84      213           11.
  21       90       91      178           11.
  22       46      122      118            9.
  23      101       42      164            8.
  24       78       70      184            8.
  25       18       43      202           12.
  26      102      122      147           11.
  27      119       81      214            8.
  28       69       36      216            8.
  29      106       91      117            9.
  30      104      109      218           11.
  31       70       33      131           11.
  32      128      114      169            8.
  33       49       30      172           10.
  34       29       49      142            8.
  35      127       92      137           10.
  36       73       58      119           10.
  37       18       10      135            9.
  38       68      121      195            8.
  39       95       31      212            9.
  40      110       11      144            9.
  41       48       39      204           10.
  42       94      117      202           11.
  43       56       55      204           10.
  44       41       57      167           12.
  45       66      114      177            8.
  46       88       60      152            9.
  47       56       69      170            9.
  48       96       89      126           12.
  49      126       27      196            9.
  50       59       28      115           10.
  51      116       66      204           10.
  52      127       97      122           10.
  53      118       63      148            8.
  54      113      104      216           12.
  55       13       43      122           12.
  56       79       90      206           12.
  57      129       32      118           12.
  58       42      114      118            9.
  59       89      104      219           10.
  60       23       39      220            9.
  61       74       14      128           12.
  62       68       87      162            8.
  63       51       90      118           12.
  64       88       31      182           12.
  65       52       69      183            8.
  66      110      124      187           10.
  67       52       89      210           11.
  68       60       44      164            8.
  69       94      122      202           10.
  70       39       24      124           12.
  71       44      109      193           10.
  72       11      126      202           11.
  73       24       47      199            9.
  74       49       37      178           12.
  75       43       15      129            9.
  76       48       94      164            8.
  77       75       95      141           12.
  78       57       75      179            8.
  79       89       97      183           12.
  80       42       98      217           10.
  81       57       28      198           11.
  82       65       39      207            8.
  83      106      115      201           12.
  84       77       41      206           10.
  85       30       73      201            8.
  86       31       65      194           12.
  87      108       37      189            8.
  88       81       50      179            8.
  89      116       12      139           10.
  90      110       20      195           10.
  91      100       71      193           10.
  92      122       70      195           10.
  93       36       10      228            8.
  94       54      103      187           12.
  95       92      103      128           11.
  96       87       60      191           11.
  97       18       24      222           11.
  98       39       56      191           10.
  99       89       72      179           10.
 100       65       52      209           12.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
