NAME: TEST-24-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       11       10      205            9.
   2       47       68      148           10.
   3       33       40      175           11.
   4       54       44      153           10.
   5       32       19      140           10.
   6       71       55      195           11.
   7       65       74      192           12.
   8       22       53      207            8.
   9       55       41      174           12.
  10       12       24      155           10.
  11       52       52      124            9.
  12       55       14      125           10.
  13       66       55      150            9.
  14       33       13      213            8.
  15       50       35      178           10.
  16       52       60      192            9.
  17       57       46      117           10.
  18       18       58      132           11.
  19       31       66      225            8.
  20       71       13      188           12.
  21       31       19      167           12.
  22       53       74      221            8.
  23       57       20      223           10.
  24       65       38      117           12.
  25       52       64      129           10.
  26       30       23      141           10.
  27       50       62      157           12.
  28       22       30      179            8.
  29       52       35      220           10.
  30       64       55      174           10.
  31       37       63      163           10.
  32       12       17      132            8.
  33       23       63      140           12.
  34       20       49      145           11.
  35       29       44      153           11.
  36       55       29      142           11.
  37       69       49      183            9.
  38       53       43      183           10.
  39       46       23      134           12.
  40       70       75      130            8.
  41       41       69      176           11.
  42       18       46      169            9.
  43       23       56      117           11.
  44       56       21      182           12.
  45       42       35      203           10.
  46       19       58      203           10.
  47       72       71      140           11.
  48       17       35      135           11.
  49       58       46      151           12.
  50       33       27      211            8.
  51       69       34      122            9.
  52       60       73      128            9.
  53       67       12      143           11.
  54       54       42      122           12.
  55       35       64      146           11.
  56       20       14      130            8.
  57       18       57      148           12.
  58       65       68      170           10.
  59       27       35      222           11.
  60       20       15      163           10.
  61       33       54      230           10.
  62       43       51      164            8.
  63       38       29      135           12.
  64       14       37      189            9.
  65       16       15      219            9.
  66       44       57      116            8.
  67       73       13      125           10.
  68       21       42      171           10.
  69       60       46      125           12.
  70       27       36      216            9.
  71       66       10      158            8.
  72       52       69      161            9.
  73       74       46      127            8.
  74       65       69      135           10.
  75       49       35      210           12.
  76       13       15      223           11.
  77       45       67      139            9.
  78       61       75      180           12.
  79       37       74      209           11.
  80       67       39      141            9.
  81       27       49      131           11.
  82       33       74      225            8.
  83       64       33      227           12.
  84       65       27      184            9.
  85       14       67      183           12.
  86       61       59      212           11.
  87       56       25      173           12.
  88       15       49      117           10.
  89       51       12      159           10.
  90       15       24      187           10.
  91       66       11      209            9.
  92       11       49      169           11.
  93       33       31      157            9.
  94       21       31      170            9.
  95       23       73      117           10.
  96       51       70      205            9.
  97       17       62      123           11.
  98       35       75      175           11.
  99       11       50      149           10.
 100       11       21      150           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
