NAME: TEST-15-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       95       73      198           12.
   2      128      109      122           12.
   3       62      111      170           12.
   4       68       57      170            9.
   5       75      117      207           12.
   6      116       72      218           12.
   7      107       28      223           10.
   8       78      104      129           11.
   9       94       29      177            9.
  10       80       20      174           11.
  11       56       13      180            8.
  12      101       69      125           10.
  13       86      108      225           10.
  14       93       71      197           12.
  15       77      118      217            9.
  16       93       63      193           12.
  17       78      121      172            8.
  18       80       66      136            8.
  19       38       15      186            9.
  20       72      100      117           11.
  21      112       35      201           10.
  22       39       22      223           10.
  23       94       71      228            8.
  24       42       28      116           12.
  25       34       85      129            9.
  26      108       98      176           10.
  27       20       46      227           10.
  28      115       62      145           11.
  29      124       22      144           12.
  30      102      124      121           11.
  31       51      102      226           10.
  32       83       47      144            9.
  33       41       63      204            8.
  34       99       41      137            8.
  35       45      102      201            8.
  36      126       96      117            9.
  37       38      130      167           12.
  38      106       43      195           12.
  39       33      108      168           12.
  40       40       76      163           10.
  41       67       81      213            9.
  42       45       71      204           12.
  43      127      101      158           10.
  44       42      103      142            8.
  45       70       57      147           10.
  46       46      102      149            9.
  47       90       70      230           10.
  48       12      128      136           11.
  49       95       76      160            8.
  50       38       93      215           11.
  51       20       42      225            9.
  52       92       76      116           12.
  53       59       77      165           11.
  54      114      103      165            9.
  55       62       62      118            9.
  56       57       72      145           12.
  57       84       10      145           11.
  58       16       44      204           10.
  59       74      107      181            9.
  60       99       95      163           11.
  61      109      124      176           10.
  62      123       43      146           12.
  63       28       51      119            8.
  64       11       88      145            9.
  65      130       71      180            8.
  66      117       34      164            9.
  67       49       86      146           11.
  68       56       87      155           12.
  69      113       64      148            8.
  70       29       50      165           10.
  71      126      122      211           10.
  72       52       67      146           12.
  73      123       68      167           11.
  74       42      104      181           10.
  75       43       24      179           11.
  76      105       89      162            9.
  77       71       28      202            8.
  78       67       48      160           10.
  79      128       17      204           11.
  80       66       69      163           11.
  81      116       30      178           10.
  82      126      112      184           12.
  83       88       65      115           12.
  84       80       76      226           10.
  85       19       19      150            9.
  86       14       64      230           10.
  87      112      122      214            8.
  88       92      125      206           11.
  89       80       38      130            8.
  90       30      120      136           12.
  91       71       10      174            8.
  92       65       90      202           10.
  93      117       53      159           12.
  94       49       28      132           12.
  95      122      108      198           11.
  96       42       24      174            9.
  97       48       46      157            9.
  98       59       66      230           12.
  99       73       19      135            8.
 100       46      111      130           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
