NAME: TEST-13-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       95       59      194           12.
   2       78       69      125           11.
   3       12       92      164            8.
   4       87       81      195           12.
   5       49      128      185            9.
   6       83       46      123           10.
   7       80      100      146           10.
   8       59       97      137            8.
   9      123       69      157            8.
  10       25       49      118           12.
  11       67      118      181            8.
  12       10       55      207           10.
  13       38      101      226           10.
  14      121       76      117           12.
  15       30      111      224           10.
  16      103       72      120            8.
  17       30      116      211           12.
  18      100       86      116           11.
  19       83      130      160            8.
  20      116      123      119           12.
  21       85       61      147           11.
  22       31       10      127           12.
  23      106       21      129           12.
  24       40       32      149            9.
  25       14       20      218           12.
  26       25       75      147           10.
  27       13       56      220            9.
  28       57       61      222            9.
  29       77       18      139           12.
  30      120      105      199           10.
  31      129       40      156            9.
  32      102       20      185           10.
  33       82       46      211            8.
  34       64       65      197           12.
  35       16       11      147           11.
  36      105       30      210            9.
  37       43      111      128           12.
  38      125      107      216           12.
  39       54       32      127           10.
  40       60       35      150           10.
  41      129       33      122           10.
  42      107      121      198            8.
  43       91       20      154            9.
  44      123       56      141            9.
  45       87       18      141           10.
  46       35      123      230           10.
  47       85       26      145           12.
  48       26       88      212           10.
  49       18       83      133            9.
  50       96      117      139           10.
  51       48      115      165            9.
  52       60      101      155            8.
  53      130       74      205            9.
  54       81       65      178           11.
  55       69       30      197           10.
  56       71      116      183            8.
  57       40       86      115            8.
  58       11       69      132           11.
  59       83       53      166            8.
  60       39      113      175            9.
  61       57       94      185            8.
  62      103       50      192            8.
  63       82       42      184            9.
  64       30      130      211           11.
  65      106      108      213           11.
  66       98       12      225           12.
  67      112       93      223           11.
  68      118       56      209           10.
  69      122      101      124           12.
  70       41       20      218            9.
  71      113      101      199            8.
  72       93      104      175           11.
  73       98       41      228            8.
  74      127       23      222            9.
  75       51       93      130           11.
  76       14       65      188           11.
  77       37       89      176            8.
  78      109      130      161           11.
  79      109       85      191            8.
  80       88       99      162            8.
  81       46       93      170            9.
  82       88       87      169           12.
  83       53       96      173            9.
  84       13       68      119            9.
  85       69       10      147           12.
  86       55      101      136            8.
  87       15       22      154            8.
  88      102       55      194           10.
  89       99       34      116            9.
  90       89       16      131           10.
  91       42      114      228           12.
  92       44       46      163           12.
  93       16       15      173            8.
  94      118      124      175           12.
  95       13       20      130            9.
  96       52       43      158           10.
  97       43       61      171            8.
  98       97       44      218            9.
  99       35       89      136           12.
 100       69      102      210            8.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
