NAME: TEST-11-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       61       36      177           12.
   2       96      125      131           11.
   3       55      110      204            9.
   4      128       77      176            9.
   5       42       60      146           12.
   6       14       18      203           12.
   7       34       41      130            9.
   8       53       23      128           11.
   9       54       15      152           12.
  10       99       86      193           12.
  11       76       17      207            8.
  12       63       64      126           12.
  13       84       58      180           11.
  14       51      101      230           11.
  15       69      106      120           10.
  16       51       10      117           11.
  17       83      118      199           11.
  18       74       52      169            8.
  19       79       21      138           12.
  20      107       11      119           11.
  21      127      113      133           12.
  22      103      111      171            8.
  23       16       25      218           10.
  24       21       11      184            9.
  25       87       41      181           11.
  26       61      120      122            8.
  27      124       23      188           10.
  28       93       52      187           10.
  29       83      109      144           11.
  30       70       42      204           10.
  31      108       93      191           10.
  32       18       78      150           11.
  33       39      114      205           12.
  34       17       65      130           10.
  35       55      120      171           12.
  36       66       82      213            8.
  37       22       33      159           10.
  38       35      102      180            9.
  39       37       58      177           11.
  40       92       32      174            9.
  41       87       79      182           10.
  42       85       54      137           12.
  43      108       84      176            9.
  44      127       53      176           10.
  45       16       36      195            8.
  46       77       96      214           11.
  47       79       24      124           10.
  48       69       46      169           12.
  49      118      109      182            8.
  50      113      109      194            9.
  51      115       17      139            8.
  52       25       96      193            9.
  53       18       21      211           10.
  54       38      104      155            8.
  55       45      100      187            8.
  56       90       47      174            8.
  57      115      118      221            9.
  58       70      102      216           11.
  59       44      102      167           12.
  60       74       59      124           12.
  61       84      123      194            9.
  62       38       78      119            9.
  63       89       12      220           10.
  64      118       70      170            9.
  65       79       15      150           10.
  66      127       54      227            9.
  67       43       43      156           11.
  68      126      113      164            9.
  69       17       14      165            8.
  70       91       12      213            8.
  71      122       28      115            8.
  72       52       24      171           11.
  73       35       53      184            9.
  74      127       24      224           12.
  75       69       35      148            8.
  76       40       36      118           10.
  77       59       84      193            9.
  78       18      108      132           11.
  79       46       81      164            9.
  80       80       36      187           11.
  81       20      103      147           11.
  82       95       97      191           12.
  83       80       64      229            9.
  84       79      113      132            8.
  85       56      124      204           10.
  86       17      120      145           11.
  87       37       73      215           11.
  88       52       14      188           11.
  89       80       68      211           12.
  90      117       45      181           11.
  91       45      119      157            8.
  92       17       91      117           10.
  93       50       60      190            9.
  94       87       29      172           11.
  95      125      110      121            9.
  96       97      126      176           12.
  97      111       99      210           10.
  98       85       65      148            9.
  99       53       89      202            8.
 100       96       59      225            8.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
