NAME: TEST-27-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       18       74      129           12.
   2       29       74      138            8.
   3       56       24      181           12.
   4       18       23      162           12.
   5       50       51      196            9.
   6       31       65      187           11.
   7       68       18      227           11.
   8       18       45      145            8.
   9       71       37      179           11.
  10       60       32      202           11.
  11       75       60      222            8.
  12       49       51      169           11.
  13       70       58      171            9.
  14       50       32      145            9.
  15       10       24      201           10.
  16       72       23      202           11.
  17       22       40      203           12.
  18       42       30      158            8.
  19       16       37      191           10.
  20       53       41      160           11.
  21       57       75      203            8.
  22       55       27      223           11.
  23       35       70      174           12.
  24       48       30      134            8.
  25       36       75      146           10.
  26       53       12      168            8.
  27       29       38      141           10.
  28       39       41      229           10.
  29       56       21      196            9.
  30       58       23      216           12.
  31       44       64      213           12.
  32       58       25      123           10.
  33       46       36      137           11.
  34       54       16      179           11.
  35       71       53      163           11.
  36       45       69      154           10.
  37       40       16      163           12.
  38       61       64      127            8.
  39       25       56      149           11.
  40       26       40      127           10.
  41       63       21      118           11.
  42       52       46      142           11.
  43       31       74      127           11.
  44       23       17      204            9.
  45       12       34      142           12.
  46       62       20      159           11.
  47       72       54      209           12.
  48       20       66      148           11.
  49       53       40      158           11.
  50       20       54      216            8.
  51       64       18      146           10.
  52       47       39      157           10.
  53       37       66      194            8.
  54       34       69      155           11.
  55       43       10      202           10.
  56       46       39      226           10.
  57       48       55      189           10.
  58       30       20      115           10.
  59       38       36      197            9.
  60       19       41      179           11.
  61       64       56      156           11.
  62       43       32      145            9.
  63       45       53      145           11.
  64       73       17      166           10.
  65       47       28      192           10.
  66       37       65      148            9.
  67       61       32      215           11.
  68       59       48      157           12.
  69       17       37      185           12.
  70       15       18      189           12.
  71       48       16      201           11.
  72       61       39      129           10.
  73       42       65      173           11.
  74       13       74      229           11.
  75       66       18      164           11.
  76       25       44      228           10.
  77       46       23      192            8.
  78       60       31      164            9.
  79       16       35      147           11.
  80       46       60      144            9.
  81       32       10      176            8.
  82       59       40      166           12.
  83       74       10      155            9.
  84       55       48      156           10.
  85       72       28      190            9.
  86       10       52      127           12.
  87       30       19      216           11.
  88       54       26      124           12.
  89       69       49      122           11.
  90       53       20      156           10.
  91       51       36      176            8.
  92       50       11      177           12.
  93       46       52      195           12.
  94       26       62      149            9.
  95       13       20      148           11.
  96       73       38      137           11.
  97       49       63      138           10.
  98       54       15      176           12.
  99       36       52      206           10.
 100       23       53      193            9.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
