NAME: TEST-23-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       35       55      165            9.
   2       11       66      155            8.
   3       12       16      205            9.
   4       45       54      178           11.
   5       38       38      197           10.
   6       32       13      183            8.
   7       61       55      115            8.
   8       22       66      132           11.
   9       10       50      166            8.
  10       49       23      175            9.
  11       62       14      185            8.
  12       16       38      192            8.
  13       27       28      184            9.
  14       67       38      211           11.
  15       15       23      213           11.
  16       61       17      225           12.
  17       40       34      223           11.
  18       70       21      209           10.
  19       37       12      124           12.
  20       55       74      218            9.
  21       24       48      199            8.
  22       41       21      175           11.
  23       44       62      228            8.
  24       50       43      222            9.
  25       55       73      130           11.
  26       31       48      188           11.
  27       56       11      176            8.
  28       24       74      161           11.
  29       40       72      191            8.
  30       62       43      162            8.
  31       35       13      170            9.
  32       55       18      169           12.
  33       58       64      173            9.
  34       36       67      119            9.
  35       37       11      147           12.
  36       63       55      136            8.
  37       22       36      154            8.
  38       11       15      194           10.
  39       19       13      116            9.
  40       43       74      131           10.
  41       62       28      228           12.
  42       50       52      163           12.
  43       49       17      173            8.
  44       74       63      175           12.
  45       61       18      130            9.
  46       37       70      158           10.
  47       66       29      171            8.
  48       36       32      218            9.
  49       22       69      136           12.
  50       72       69      210            8.
  51       15       29      198           11.
  52       16       49      124           12.
  53       27       70      213            8.
  54       72       32      142           12.
  55       32       71      216            8.
  56       55       33      170           12.
  57       33       24      156           12.
  58       54       63      167            8.
  59       33       58      219            9.
  60       53       41      190           10.
  61       25       34      205           10.
  62       22       32      204           12.
  63       59       50      122            8.
  64       36       47      124            9.
  65       64       64      196            8.
  66       75       17      209            9.
  67       28       57      191           12.
  68       16       67      210           11.
  69       12       29      123           11.
  70       17       57      221           12.
  71       49       64      189            9.
  72       53       33      230           10.
  73       50       18      215           12.
  74       13       75      188           10.
  75       67       67      124           12.
  76       47       75      206           10.
  77       25       18      174           12.
  78       47       39      120            8.
  79       72       30      117           11.
  80       11       50      205           10.
  81       23       15      122            9.
  82       35       37      125           11.
  83       53       57      222           12.
  84       58       13      200            8.
  85       39       33      146            9.
  86       72       26      196           10.
  87       13       26      158           10.
  88       47       36      198           12.
  89       30       11      180            8.
  90       40       41      228            8.
  91       69       75      222           10.
  92       13       40      135           12.
  93       47       28      209           11.
  94       25       70      218           11.
  95       48       65      214            9.
  96       49       45      166            8.
  97       74       21      225           10.
  98       28       36      139            8.
  99       30       25      172           10.
 100       40       38      132           10.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
