NAME: TEST-10-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       44       32      162            9.
   2       27       78      168            8.
   3       96       45      202           11.
   4       89       84      151           11.
   5       76       28      195           11.
   6       12       90      186            8.
   7       93       79      156           12.
   8       22       22      136           11.
   9       18       63      138           11.
  10       27       51      207           10.
  11       97       84      223            9.
  12      129       69      117           12.
  13       92       11      188            8.
  14       34       76      224            8.
  15       97      127      168           11.
  16       51       12      139            8.
  17      128      127      148           10.
  18       68       71      195            9.
  19       59      124      117           11.
  20       84       26      162           11.
  21       79       81      179           12.
  22       73       59      216           10.
  23       21       38      223           10.
  24       42       19      230            9.
  25       15       83      198            9.
  26       44       25      191            8.
  27       97       26      149            8.
  28       80       72      147           11.
  29      115       37      182           10.
  30       47       91      194            8.
  31       60      121      184           12.
  32       95       84      120           12.
  33       31       84      208            8.
  34       36       75      151           12.
  35       99       24      219           10.
  36       68      128      171           12.
  37       90      117      212            8.
  38       73       84      190           12.
  39       54      127      159           11.
  40       43      113      126            8.
  41       18      100      212           10.
  42       35       91      225           10.
  43       22       31      149           10.
  44       80       84      149            8.
  45      126       25      222            9.
  46      110       27      183            9.
  47       99       31      207           12.
  48       33      130      192           11.
  49       76       40      212           11.
  50       27       40      213           11.
  51       11       85      132           11.
  52       60       23      207           11.
  53      115      116      149           10.
  54       66      104      174            9.
  55       17       65      148           12.
  56      120       20      134            8.
  57       39      130      137           12.
  58       16       87      197            9.
  59      116       84      179           11.
  60      117       18      206           11.
  61       33       57      217            9.
  62       48       85      157            8.
  63      128       31      124           10.
  64      112       11      201           10.
  65       12       61      117            9.
  66       67       93      197            9.
  67      123       96      183            8.
  68       22       81      143           11.
  69       74       45      160           11.
  70       79       31      172           11.
  71       89       73      119            8.
  72       55       10      215            9.
  73       70       75      229           12.
  74      112       33      166            9.
  75       85       18      219            9.
  76       31       26      154            8.
  77       35       26      204           12.
  78       21       22      174           11.
  79       65      115      148            9.
  80       45       29      148            9.
  81       77       92      209           11.
  82       95       38      188            9.
  83       65       68      215           10.
  84       18       77      174           11.
  85      113       64      196           10.
  86       82       21      188           11.
  87       63       34      195            8.
  88       14       47      149            9.
  89       37      108      149            8.
  90      101      121      200            9.
  91      121       13      194            9.
  92       49       92      142            9.
  93       73       25      176           11.
  94       38       79      224            8.
  95      105       50      178           10.
  96       35       88      152           11.
  97      109       59      144           12.
  98       38       78      214            8.
  99       32       75      178            8.
 100       12       19      180           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
