NAME: TEST-21-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       37       24      177           12.
   2       17       73      131           11.
   3       59       64      204            9.
   4       16       47      176            9.
   5       39       37      146           12.
   6       38       14      203           12.
   7       14       27      130            9.
   8       33       17      128           11.
   9       10       13      152           12.
  10       68       51      193           12.
  11       24       14      207            8.
  12       60       39      126           12.
  13       49       36      180           11.
  14       66       59      230           11.
  15       53       62      120           10.
  16       32       10      117           11.
  17       27       69      199           11.
  18       30       33      169            8.
  19       42       16      138           12.
  20       22       11      119           11.
  21       59       66      133           12.
  22       46       65      171            8.
  23       37       18      218           10.
  24       65       10      184            9.
  25       39       27      181           11.
  26       26       70      122            8.
  27       66       17      188           10.
  28       41       33      187           10.
  29       35       64      144           11.
  30       72       27      204           10.
  31       63       55      191           10.
  32       28       47      150           11.
  33       69       66      205           12.
  34       24       40      130           10.
  35       25       70      171           12.
  36       54       49      213            8.
  37       70       22      159           10.
  38       35       60      180            9.
  39       46       36      177           11.
  40       57       22      174            9.
  41       20       48      182           10.
  42       50       34      137           12.
  43       74       50      176            9.
  44       28       34      176           10.
  45       48       24      195            8.
  46       33       57      214           11.
  47       35       18      124           10.
  48       26       30      169           12.
  49       48       64      182            8.
  50       46       64      194            9.
  51       62       14      139            8.
  52       18       57      193            9.
  53       45       16      211           10.
  54       44       61      155            8.
  55       36       59      187            8.
  56       72       30      174            8.
  57       39       69      221            9.
  58       49       60      216           11.
  59       41       60      167           12.
  60       35       37      124           12.
  61       10       72      194            9.
  62       43       47      119            9.
  63       16       12      220           10.
  64       46       43      170            9.
  65       55       13      150           10.
  66       73       34      227            9.
  67       53       28      156           11.
  68       63       66      164            9.
  69       70       12      165            8.
  70       21       12      213            8.
  71       73       20      115            8.
  72       42       18      171           11.
  73       14       34      184            9.
  74       65       18      224           12.
  75       44       24      148            8.
  76       72       24      118           10.
  77       69       50      193            9.
  78       52       63      132           11.
  79       25       49      164            9.
  80       20       25      187           11.
  81       74       60      147           11.
  82       15       58      191           12.
  83       26       40      229            9.
  84       51       66      132            8.
  85       39       72      204           10.
  86       17       70      145           11.
  87       71       44      215           11.
  88       27       13      188           11.
  89       39       42      211           12.
  90       57       10      181           11.
  91       56       69      157            8.
  92       45       54      117           10.
  93       11       38      190            9.
  94       46       21      172           11.
  95       25       65      121            9.
  96       56       73      176           12.
  97       27       59      210           10.
  98       69       40      148            9.
  99       52       53      202            8.
 100       58       37      225            8.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
