NAME: TEST-28-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       51       18      116            9.
   2       46       53      178           12.
   3       68       19      139           12.
   4       19       58      192           10.
   5       58       19      202            8.
   6       62       50      141           11.
   7       58       20      214           10.
   8       31       75      185           10.
   9       13       18      205            9.
  10       72       35      184            9.
  11       34       74      148           12.
  12       73       39      121            8.
  13       61       38      161           10.
  14       17       73      174            9.
  15       16       10      227            9.
  16       50       39      197           11.
  17       73       56      198           11.
  18       29       53      162           12.
  19       71       41      196            9.
  20       43       50      213           11.
  21       50       54      178           11.
  22       27       71      118            9.
  23       12       28      164            8.
  24       20       43      184            8.
  25       24       28      202           12.
  26       44       71      147           11.
  27       31       49      214            8.
  28       54       24      216            8.
  29       56       54      117            9.
  30       41       64      218           11.
  31       14       23      131           11.
  32       30       67      169            8.
  33       34       21      172           10.
  34       49       31      142            8.
  35       34       55      137           10.
  36       55       36      119           10.
  37       31       18      135            9.
  38       65       70      195            8.
  39       21       22      212            9.
  40       37       11      144            9.
  41       30       26      204           10.
  42       62       68      202           11.
  43       12       35      204           10.
  44       13       36      167           12.
  45       12       67      177            8.
  46       69       37      152            9.
  47       52       42      170            9.
  48       53       53      126           12.
  49       25       20      196            9.
  50       42       20      115           10.
  51       30       41      204           10.
  52       18       58      122           10.
  53       56       39      148            8.
  54       66       61      216           12.
  55       38       28      122           12.
  56       19       54      206           12.
  57       11       23      118           12.
  58       73       66      118            9.
  59       60       61      219           10.
  60       33       26      220            9.
  61       15       13      128           12.
  62       42       52      162            8.
  63       13       54      118           12.
  64       33       22      182           12.
  65       57       42      183            8.
  66       54       72      187           10.
  67       44       53      210           11.
  68       28       29      164            8.
  69       35       10      202           10.
  70       37       18      124           12.
  71       29       64      193           10.
  72       30       73      202           11.
  73       61       30      199            9.
  74       43       25      178           12.
  75       52       13      129            9.
  76       25       56      164            8.
  77       69       56      141           12.
  78       12       46      179            8.
  79       12       58      183           12.
  80       34       58      217           10.
  81       59       20      198           11.
  82       57       26      207            8.
  83       63       67      201           12.
  84       67       27      206           10.
  85       68       44      201            8.
  86       49       40      194           12.
  87       68       25      189            8.
  88       60       32      179            8.
  89       42       12      139           10.
  90       61       16      195           10.
  91       19       44      193           10.
  92       57       43      195           10.
  93       51       49      228            8.
  94       20       61      187           12.
  95       31       61      128           11.
  96       24       38      191           11.
  97       48       18      222           11.
  98       67       35      191           10.
  99       55       44      179           10.
 100       65       33      209           12.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
