NAME: TEST-16-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       90       60      118           12.
   2       99       34      189           11.
   3       71       32      128            8.
   4       64       82      203           12.
   5       56       69      223           10.
   6       80       88      215            9.
   7       56       96      220            9.
   8      118      114      191           12.
   9       39      111      160           12.
  10       60      111      134            9.
  11       92       99      211            9.
  12       47       33      128           12.
  13      120       99      186            9.
  14       39       86      218            8.
  15       10       12      191            9.
  16      127       58      164           10.
  17      130       32      211           11.
  18       15       89      142           12.
  19       43       78      144            9.
  20       81       36      148           12.
  21      105      121      143           11.
  22       55       86      129           10.
  23       16      101      151           10.
  24       96       71      184           12.
  25       70      118      218            9.
  26      121       14      157           11.
  27      100       87      123           11.
  28       63       26      201           11.
  29       45      116      219           12.
  30      104      102      143           12.
  31       59       98      151           11.
  32      116       67      219            9.
  33       39       56      223           11.
  34       29       47      210           12.
  35       89       55      199            8.
  36      125       30      177           10.
  37       34       90      144            9.
  38      112      106      189           11.
  39       16       58      128            8.
  40       28       90      149           12.
  41      120       25      198           10.
  42       36      118      180           12.
  43       17       50      160            9.
  44       72       76      221           10.
  45       40       58      187           12.
  46       64       39      182           11.
  47       98       88      215           10.
  48       69       46      215           12.
  49       47       15      196           10.
  50       48      106      132           12.
  51      111       19      159           10.
  52       29      114      128           11.
  53       85       52      205           12.
  54       83       83      151           10.
  55       13       80      188           10.
  56       29      118      155           12.
  57      102       56      127           12.
  58       93       71      196           11.
  59       43       56      216           11.
  60       65       87      163           11.
  61       34       50      178           10.
  62       12       80      228            8.
  63      109       99      194           12.
  64       85       36      216            9.
  65       67      124      148           10.
  66       16       80      154           12.
  67       92       71      188            8.
  68       76       62      122           11.
  69       64       64      161           10.
  70       23       82      192            9.
  71      113      116      168           12.
  72       11       74      123           12.
  73      102      105      230            9.
  74       50       63      175           10.
  75       13       48      200            8.
  76      111       27      194           12.
  77      105       16      205           11.
  78       67      110      211           10.
  79      100       69      194            9.
  80      129      126      161            8.
  81       53       10      159           12.
  82       48       26      206            9.
  83       72       44      189           11.
  84       30      126      148           10.
  85      124       41      127            9.
  86       34       25      140           12.
  87       82       65      123           12.
  88       95      125      215           12.
  89       61       53      202           12.
  90       86       43      172           12.
  91       15      102      213            8.
  92      118       91      149            8.
  93       82       31      115           10.
  94      116      108      227           11.
  95      130       67      184           12.
  96       20      107      174            8.
  97       70       42      204            9.
  98       90       79      223           10.
  99      107      112      207            9.
 100       34       78      156            9.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       70       70       0.         1 0 0
 101       70       70       5.         0 1 1
 102       40       40       5.         0 1 0
 103       70       40       5.         0 1 1
 104      100       40       5.         0 1 0
 105       40       70       5.         0 1 1
 106      100       70       5.         0 1 1
 107       40      100       5.         0 1 0
 108       70      100       5.         0 1 1
 109      100      100       5.         0 1 0
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
