NAME: TEST-20-N100
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 100  25   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       20       22      162            9.
   2       21       47      168            8.
   3       42       29      202           11.
   4       58       50      151           11.
   5       20       20      195           11.
   6       53       53      186            8.
   7       12       48      156           12.
   8       54       16      136           11.
   9       75       38      138           11.
  10       43       32      207           10.
  11       62       50      223            9.
  12       61       42      117           12.
  13       12       11      188            8.
  14       21       46      224            8.
  15       24       74      168           11.
  16       38       11      139            8.
  17       33       74      148           10.
  18       51       43      195            9.
  19       37       72      117           11.
  20       25       19      162           11.
  21       18       49      179           12.
  22       19       37      216           10.
  23       43       25      223           10.
  24       28       15      230            9.
  25       72       49      198            9.
  26       47       18      191            8.
  27       33       19      149            8.
  28       28       44      147           11.
  29       38       25      182           10.
  30       39       54      194            8.
  31       62       70      184           12.
  32       67       50      120           12.
  33       48       50      208            8.
  34       58       45      151           12.
  35       33       18      219           10.
  36       51       74      171           12.
  37       60       68      212            8.
  38       20       10      190           12.
  39       11       74      159           11.
  40       36       66      126            8.
  41       25       59      212           10.
  42       39       10      225           10.
  43       68       21      149           10.
  44       66       50      149            8.
  45       17       19      222            9.
  46       18       20      183            9.
  47       27       22      207           12.
  48       47       75      192           11.
  49       13       27      212           11.
  50       65       26      213           11.
  51       17       51      132           11.
  52       63       17      207           11.
  53       33       68      149           10.
  54       53       61      174            9.
  55       32       40      148           12.
  56       42       16      134            8.
  57       49       75      137           12.
  58       26       52      197            9.
  59       15       51      179           11.
  60       38       15      206           11.
  61       18       36      217            9.
  62       31       51      157            8.
  63       45       22      124           10.
  64       54       11      201           10.
  65       24       38      117            9.
  66       59       55      197            9.
  67       50       57      183            8.
  68       15       49      143           11.
  69       69       29      160           11.
  70       34       22      172           11.
  71       15       45      119            8.
  72       34       20      215            9.
  73       15       46      229           12.
  74       51       23      166            9.
  75       69       10      219            9.
  76       44       19      154            8.
  77       46       19      204           12.
  78       32       17      174           11.
  79       51       67      148            9.
  80       25       21      148            9.
  81       30       55      209           11.
  82       30       26      188            9.
  83       32       42      215           10.
  84       74       46      174           11.
  85       37       40      196           10.
  86       19       17      188           11.
  87       14       24      195            8.
  88       66       30      149            9.
  89       59       63      149            8.
  90       11       71      200            9.
  91       14       13      194            9.
  92       24       55      142            9.
  93       31       19      176           11.
  94       22       48      224            8.
  95       70       32      178           10.
  96       11       53      152           11.
  97       61       37      144           12.
  98       54       47      214            8.
  99       12       46      178            8.
 100       69       15      180           11.
 
RECHARGE POINTS:
  NO.  XCOORD.  YCOORD.  T0CHAR  TECHNOLOGIES
 
   0       10       10       0.         1 0 0
 101       10       10       5.         0 1 1
 102       42       26       5.         0 0 1
 103       26       42       5.         0 0 1
 104       58       42       5.         0 0 1
 105       42       58       5.         0 1 1
 
TECHNOLOGY KINDS:
  KIND  SPEED RECHARGE  UNIT COST
 
     0           3600.      0.160
     1          20000.      0.176
     2          45000.      0.192
 
END
