NAME: TEST-29-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       34       33      225            8.
   2       37       43      153            9.
   3       48       74      135           11.
   4       71       47      226            8.
   5       50       38      206            9.
   6       21       30      118           12.
   7       30       28      161           10.
   8       26       35      205           11.
   9       39       72      127           11.
  10       34       67      185            9.
  11       45       69      150           12.
  12       29       19      125            8.
  13       31       16      156           12.
  14       71       50      121            9.
  15       36       54      118           11.
  16       67       11      148            9.
  17       41       66      146           10.
  18       50       70      159           10.
  19       58       65      220            8.
  20       53       43      225           12.
  21       12       38      222            9.
  22       63       68      182            8.
  23       54       46      123           11.
  24       72       50      135           10.
  25       14       38      164           11.
  26       62       65      137           11.
  27       39       50      139           11.
  28       38       11      213            9.
  29       34       28      137           11.
  30       64       29      199           10.
  31       43       29      170           11.
  32       28       29      193           10.
  33       63       39      188           11.
  34       12       72      189            8.
  35       20       14      181            8.
  36       49       48      187            8.
  37       26       20      125            8.
  38       23       53      142           12.
  39       49       38      230           11.
  40       41       26      193            8.
  41       25       48      217           10.
  42       47       13      184           12.
  43       66       30      213            9.
  44       43       13      221            9.
  45       62       63      216           11.
  46       17       21      187            9.
  47       41       19      156           10.
  48       15       14      158           12.
  49       74       44      177           12.
  50       33       61      229            8.
  51       27       63      129            9.
  52       58       13      121           10.
  53       66       69      128           11.
  54       19       50      146           11.
  55       15       19      134           12.
  56       43       53      184            9.
  57       13       54      115           12.
  58       58       34      210            8.
  59       70       71      189           12.
  60       15       42      182           11.
  61       32       68      172           10.
  62       51       41      159            9.
  63       74       50      170           11.
  64       45       11      141           11.
  65       15       52      208            9.
  66       42       48      199           10.
  67       58       68      169            8.
  68       27       43      205            9.
  69       70       24      168            9.
  70       60       12      211            8.
  71       73       67      148           10.
  72       48       42      224           11.
  73       18       10      182            8.
  74       63       54      121            9.
  75       49       15      176           12.
  76       74       14      208           12.
  77       34       73      223            9.
  78       22       16      170            9.
  79       51       65      170            8.
  80       48       37      201            9.
  81       19       15      135           11.
  82       12       50      215           10.
  83       13       55      222           10.
  84       18       46      159            8.
  85       30       17      205            8.
  86       72       38      173           12.
  87       43       54      149           12.
  88       74       46      163           11.
  89       71       26      210           11.
  90       60       57      227            9.
  91       61       41      190           11.
  92       24       55      206           12.
  93       64       40      164           11.
  94       56       67      221            9.
  95       16       26      127           10.
  96       52       13      193           11.
  97       69       75      206           10.
  98       25       69      215            8.
  99       51       33      150            8.
 100       37       23      132            9.
 101       33       68      189            9.
 102       66       63      183           10.
 103       21       63      198           11.
 104       59       72      213           10.
 105       42       57      200           11.
 106       33       74      143           12.
 107       64       13      227           10.
 108       57       72      169           12.
 109       20       55      152            9.
 110       17       23      157           11.
 111       56       29      145           11.
