NAME: TEST-27-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       18       74      141            8.
   2       29       74      181           11.
   3       56       24      139           11.
   4       18       23      172            8.
   5       50       51      217           11.
   6       31       65      188           12.
   7       68       18      128           10.
   8       18       45      173            9.
   9       71       37      158            9.
  10       60       32      173           12.
  11       75       60      136            9.
  12       49       51      165           10.
  13       70       58      189           11.
  14       50       32      217            9.
  15       10       24      223           11.
  16       72       23      146            9.
  17       22       40      189           12.
  18       42       30      155           12.
  19       16       37      217           11.
  20       53       41      134            8.
  21       57       75      160           12.
  22       55       27      180            8.
  23       35       70      157            8.
  24       48       30      134           10.
  25       36       75      137           11.
  26       53       12      123            8.
  27       29       38      179           10.
  28       39       41      115            8.
  29       56       21      178           10.
  30       58       23      142            8.
  31       44       64      117            8.
  32       58       25      120           10.
  33       46       36      183            8.
  34       54       16      225           10.
  35       71       53      152            8.
  36       45       69      122           10.
  37       40       16      183           12.
  38       61       64      160           11.
  39       25       56      211           12.
  40       26       40      224           11.
  41       63       21      222           11.
  42       52       46      122           10.
  43       31       74      203           11.
  44       23       17      190           12.
  45       12       34      133           11.
  46       62       20      208            9.
  47       72       54      170           10.
  48       20       66      184            8.
  49       53       40      180           10.
  50       20       54      176            8.
  51       64       18      121           11.
  52       47       39      143           11.
  53       37       66      117           12.
  54       34       69      221            8.
  55       43       10      196           10.
  56       46       39      203           11.
  57       48       55      170           10.
  58       30       20      120           10.
  59       38       36      210           12.
  60       19       41      229           10.
  61       64       56      199            8.
  62       43       32      203           11.
  63       45       53      158            8.
  64       73       17      160           10.
  65       47       28      201            8.
  66       37       65      157           12.
  67       61       32      118           12.
  68       59       48      215            9.
  69       17       37      206            9.
  70       15       18      186            9.
  71       48       16      201            8.
  72       61       39      218           12.
  73       42       65      145           10.
  74       13       74      153            9.
  75       66       18      166           11.
  76       25       44      209            9.
  77       46       23      140            8.
  78       60       31      164           10.
  79       16       35      190           11.
  80       46       60      228           11.
  81       32       10      230           11.
  82       59       40      137           12.
  83       74       10      217            9.
  84       55       48      152            8.
  85       72       28      229            8.
  86       10       52      222           11.
  87       30       19      175           11.
  88       54       26      154           11.
  89       69       49      227           11.
  90       53       20      147           11.
  91       51       36      194           12.
  92       50       11      187           12.
  93       46       52      215           11.
  94       26       62      154           11.
  95       13       20      229            8.
  96       73       38      170            8.
  97       49       63      126            8.
  98       54       15      144           10.
  99       36       52      175            8.
 100       23       53      188           12.
 101       37       19      209           12.
 102       73       72      229           11.
 103       36       24      220           10.
 104       29       13      137           10.
 105       33       48      140           12.
 106       64       73      207            8.
 107       65       37      187           11.
 108       66       68      143           11.
 109       67       56      180           12.
 110       16       30      198            8.
 111       74       51      211           12.
 112       24       62      190           12.
 113       15       74      212           11.
 114       50       55      118           10.
 115       56       28      146            9.
 116       22       19      197           12.
 117       24       47      142           12.
 118       30       54      142           11.
