NAME: TEST-19-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1      113       52      225            8.
   2       39       71      153            9.
   3       57      128      135           11.
   4       73       79      226            8.
   5       59       62      206            9.
   6      120       46      118           12.
   7       68       43      161           10.
   8       33       56      205           11.
   9       66      124      127           11.
  10       28      115      185            9.
  11       26      119      150           12.
  12      113       26      125            8.
  13       57       21      156           12.
  14      124       84      121            9.
  15       47       91      118           11.
  16       29       13      148            9.
  17       70      113      146           10.
  18       23      121      159           10.
  19       24      112      220            8.
  20       74       71      225           12.
  21       31       61      222            9.
  22      102      117      182            8.
  23       14       77      123           11.
  24      118       84      135           10.
  25       34       61      164           11.
  26       37      112      137           11.
  27      124       83      139           11.
  28       23       12      213            9.
  29       45       43      137           11.
  30      126       45      199           10.
  31       51       45      170           11.
  32      121       44      193           10.
  33       47       64      188           11.
  34       94      123      189            8.
  35      129       16      181            8.
  36       67       80      187            8.
  37       34       28      125            8.
  38      125       88      142           12.
  39       12       62      230           11.
  40       85       39      193            8.
  41      103       79      217           10.
  42      104       15      184           12.
  43       91       47      213            9.
  44       85       15      221            9.
  45       65      108      216           11.
  46       88       29      187            9.
  47       82       26      156           10.
  48       83       16      158           12.
  49       93       73      177           12.
  50      124      103      229            8.
  51       67      107      129            9.
  52      117       15      121           10.
  53       87      119      128           11.
  54       33       83      146           11.
  55       99       25      134           12.
  56       59       89      184            9.
  57       57       90      115           12.
  58       87       54      210            8.
  59       63      123      189           12.
  60       36       68      182           11.
  61      108      116      172           10.
  62       52       67      159            9.
  63       90       84      170           11.
  64       81       11      141           11.
  65       95       86      208            9.
  66       13       80      199           10.
  67       74      117      169            8.
  68       49       70      205            9.
  69       47       36      168            9.
  70      102       13      211            8.
  71       22      116      148           10.
  72       11       69      224           11.
  73       60      124      182            8.
  74       92       91      121            9.
  75      121       18      176           12.
  76      102       17      208           12.
  77       24      126      223            9.
  78      126       19      170            9.
  79      100      111      170            8.
  80       90       59      201            9.
  81      127       17      135           11.
  82      101       82      215           10.
  83       19       92      222           10.
  84       68       75      159            8.
  85      119       21      205            8.
  86       22       62      173           12.
  87       15       91      149           12.
  88       32       10      163           11.
  89       98       39      210           11.
