NAME: TEST-18-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1      110       25      188            8.
   2      113       89      152            9.
   3       20       28      220            8.
   4       40       98      166           10.
   5      106       27      118           10.
   6      102       84      168           12.
   7       81       29      179           12.
   8      101      129      129            8.
   9       86       24      174            8.
  10       64       57      132           10.
  11       11      128      152           12.
  12      109       64      179           10.
  13       85       62      154           10.
  14       95      125      185            9.
  15       65       29      192           11.
  16       27       64      189           12.
  17      130       95      165            9.
  18       40       89      162           10.
  19       51       68      171           10.
  20       26       84      167           10.
  21       90       91      182           10.
  22       46      122      129           11.
  23      101       42      132            8.
  24       78       70      134            9.
  25       18       43      164           11.
  26      102      122      122           12.
  27      119       81      132            8.
  28       69       36      118           11.
  29      106       91      229            9.
  30      104      109      195           11.
  31       70       33      194           10.
  32      128      114      209           10.
  33       49       30      187            8.
  34       29       49      153           11.
  35      127       92      148           12.
  36       73       58      225           11.
  37       18       10      211           12.
  38       68      121      153            9.
  39       95       31      147            8.
  40      110       11      150           10.
  41       48       39      179           12.
  42       94      117      191            8.
  43       56       55      193            9.
  44       41       57      223           10.
  45       66      114      178           10.
  46       88       60      129            9.
  47       56       69      180           10.
  48       96       89      134            8.
  49      126       27      217           10.
  50       59       28      196            9.
  51      116       66      222           11.
  52      127       97      122            9.
  53      118       63      206            8.
  54      113      104      152            9.
  55       13       43      154           10.
  56       79       90      192           10.
  57      129       32      173           10.
  58       42      114      217           10.
  59       89      104      158           11.
  60       23       39      211           10.
  61       74       14      181            9.
  62       68       87      198           12.
  63       51       90      177           11.
  64       88       31      165           12.
  65       52       69      218            9.
  66      110      124      179            9.
  67       52       89      151           12.
  68       60       44      224           11.
  69       94      122      122            8.
  70       39       24      145           11.
  71       44      109      205           11.
  72       11      126      193           10.
  73       24       47      195           12.
  74       49       37      202            8.
  75       43       15      205           10.
  76       48       94      123            9.
  77       75       95      148            8.
  78       57       75      206           11.
  79       89       97      161            9.
  80       42       98      182           12.
  81       57       28      168            8.
  82       65       39      158           10.
  83      106      115      195           10.
  84       77       41      190           12.
  85       30       73      127            8.
  86       31       65      175           12.
  87      108       37      227           11.
  88       81       50      220           11.
  89      116       12      130           10.
  90      110       20      180            8.
  91      100       71      180           12.
  92      122       70      146           12.
  93       36       10      179           10.
  94       54      103      205            9.
  95       92      103      229           11.
  96       87       60      151           10.
  97       18       24      161            8.
  98       39       56      172            9.
  99       89       72      123            9.
 100       65       52      148           11.
 101       50       12      201           12.
 102       89       47      146           11.
 103       60       76      196           11.
 104       94      130      173           10.
 105       72       36      141           11.
 106       19      108      126           10.
 107       96       90      211            8.
 108       70       67      157            9.
 109       91      101      159            9.
 110       51       17      143           12.
 111      101       38      197           12.
 112      102       97      151           12.
 113      114      113      132           12.
 114       95       72      193           12.
 115       44       84      208            8.
 116       90       65      201           10.
 117      102      104      147            8.
 118       27       36      159           10.
 119       15       83      134            8.
 120       66       42      181           11.
 121       94       45      175           12.
 122      122      128      170           12.
 123       20       18      225            8.
 124       64       26      154           11.
 125       10       59      184           10.
 126       76       70      130           11.
 127       37       72      163           12.
 128      114       36      219           12.
 129       47      127      188           12.
 130       93       53      202           11.
 131       46       96      155           11.
 132       91       88      155           10.
 133       88       97      144           12.
 134      127      106      171            8.
 135      128       59      189           12.
 136       74      124      168           11.
 137       20       95      163            8.
 138      109       49      196           12.
 139       31      113      189            9.
 140       59       98      206           12.
 141       79       76      208           11.
 142      118      100      213           12.
 143      100       14      159            9.
 144       77       52      153           11.
 145       76       62      177           11.
 146      117       34      207           12.
 147       83       82      122           11.
 148       76       21      212           11.
 149       60      101      129           12.
 150       20      112      176            8.
 151       19       45      230            9.
 152      125       85      189           12.
 153       75      113      191           11.
 154       88       20      198            9.
 155       70      116      222           11.
 156       54       30      134           10.
 157       24       14      154           12.
 158      104       52      168           11.
 159      100      117      175           12.
 160       58      101      169            8.
 161      105       28      154           11.
 162       84       96      208            8.
 163       72       67      177           11.
 164       38       15      123           12.
 165       53       70      155           11.
 166       36       64      132           12.
 167       34       40      116           10.
 168      122       18      209           12.
 169       97       34      224            8.
 170       32       80      175            9.
 171      119       15      163           11.
 172       68       78      137           11.
 173       71       32      179           11.
 174       25       43      213           11.
