NAME: TEST-24-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       11       10      115           11.
   2       47       68      195           11.
   3       33       40      222           10.
   4       54       44      163           10.
   5       32       19      214            9.
   6       71       55      143           10.
   7       65       74      121           12.
   8       22       53      128            9.
   9       55       41      195            8.
  10       12       24      209            8.
  11       52       52      198            8.
  12       55       14      185           11.
  13       66       55      121           10.
  14       33       13      201            8.
  15       50       35      197           10.
  16       52       60      219           10.
  17       57       46      198           12.
  18       18       58      220           11.
  19       31       66      204           12.
  20       71       13      143            8.
  21       31       19      189            8.
  22       53       74      156            8.
  23       57       20      134            9.
  24       65       38      126            8.
  25       52       64      211           11.
  26       30       23      152            9.
  27       50       62      138           12.
  28       22       30      182           12.
  29       52       35      141           11.
  30       64       55      207            8.
  31       37       63      198           12.
  32       12       17      163           10.
  33       23       63      197            8.
  34       20       49      203           11.
  35       29       44      191           12.
  36       55       29      151           12.
  37       69       49      133            8.
  38       53       43      134           11.
  39       46       23      226            9.
  40       70       75      222           11.
  41       41       69      193           10.
  42       18       46      121           11.
  43       23       56      170           11.
  44       56       21      172            9.
  45       42       35      207           10.
  46       19       58      147            9.
  47       72       71      119           12.
  48       17       35      177           11.
  49       58       46      118           10.
  50       33       27      130           10.
  51       69       34      196           10.
  52       60       73      220           10.
  53       67       12      133           12.
  54       54       42      192           12.
  55       35       64      172           10.
  56       20       14      155            8.
  57       18       57      135           12.
  58       65       68      217           10.
  59       27       35      174           10.
  60       20       15      211           12.
  61       33       54      214           12.
  62       43       51      117            8.
  63       38       29      154           12.
  64       14       37      130           12.
  65       16       15      213           10.
  66       44       57      164            8.
  67       73       13      197           11.
  68       21       42      147           12.
  69       60       46      137           11.
  70       27       36      173            9.
  71       66       10      151            8.
  72       52       69      210           11.
  73       74       46      197           11.
  74       65       69      155            9.
  75       49       35      180           11.
  76       13       15      203            8.
  77       45       67      121            8.
  78       61       75      161            8.
  79       37       74      154           12.
  80       67       39      211            9.
  81       27       49      228            8.
  82       33       74      188            9.
  83       64       33      203           10.
  84       65       27      167            9.
  85       14       67      193           11.
  86       61       59      134           11.
  87       56       25      160           11.
  88       15       49      128            9.
  89       51       12      127           12.
  90       15       24      215           12.
  91       66       11      208           10.
  92       11       49      215            8.
  93       33       31      149            8.
  94       21       31      122            9.
  95       23       73      206            8.
  96       51       70      230            9.
  97       17       62      201           12.
  98       35       75      145           12.
  99       11       50      164           11.
 100       11       21      153           11.
 101       14       62      124           12.
 102       68       36      224            8.
 103       24       30      221           10.
 104       65       42      181           12.
 105       75       44      198           10.
 106       57       56      171           11.
 107       59       32      184            8.
 108       20       42      141           10.
 109       13       26      193            8.
 110       15       38      209            9.
 111       17       56      192            8.
 112       32       60      213            9.
 113       63       54      218           12.
 114       67       71      212           10.
 115       19       63      224            9.
 116       22       20      125           10.
 117       44       44      216           11.
 118       38       68      140            9.
 119       21       34      143           11.
 120       24       48      165           11.
 121       14       17      185           10.
 122       17       25      166           11.
 123       50       17      208            8.
 124       11       38      152           12.
 125       48       31      194            8.
 126       75       31      147           11.
 127       40       66      221           12.
 128       20       19      155           10.
 129       62       46      180           12.
 130       44       38      216            9.
 131       70       54      122           12.
 132       55       31      206           10.
 133       18       13      115           11.
 134       37       40      125           10.
 135       53       21      134           12.
 136       37       57      172           11.
 137       25       73      227           12.
 138       47       24      134           11.
 139       59       52      191            9.
 140       54       70      174            9.
 141       74       40      130           12.
 142       22       72      197            8.
 143       43       70      228           10.
 144       45       21      193           10.
 145       14       72      172           12.
 146       47       10      197            9.
 147       52       13      172            9.
 148       11       72      170            9.
 149       19       20      201           10.
 150       70       47      171            9.
 151       73       26      136           12.
 152       51       11      190            8.
 153       43       35      116           11.
 154       25       70      194           11.
 155       60       47      130            8.
 156       47       18      137           12.
 157       41       70      223           11.
 158       66       40      117           12.
 159       62       44      120           11.
 160       60       43      226           11.
 161       10       39      157           12.
 162       37       12      228           11.
 163       25       22      124           10.
 164       73       20      149           10.
 165       35       26      199           12.
 166       35       65      128           10.
 167       37       29      208           11.
 168       40       57      127           12.
 169       55       33      156           10.
 170       61       54      161            9.
 171       48       27      130           10.
 172       27       59      226            8.
 173       68       49      132            8.
 174       14       33      137            9.
 175       42       11      134           11.
 176       68       48      194           10.
 177       37       23      197           10.
 178       28       11      189            8.
 179       74       20      212            9.
 180       20       13      141           12.
 181       28       46      145           10.
 182       43       53      116            9.
 183       42       42      173           10.
 184       74       27      212            9.
 185       30       14      218            8.
 186       17       52      154           12.
 187       55       49      210           11.
 188       20       66      141           12.
 189       13       61      177            9.
 190       72       42      151           11.
 191       64       60      122           10.
 192       59       43      192            9.
 193       11       27      146           11.
 194       35       62      145           10.
 195       27       24      174           11.
 196       13       58      143            8.
 197       61       32      153            9.
 198       27       66      211           12.
 199       23       65      182           11.
 200       26       18      124           10.
 201       11       17      120           12.
 202       45       28      191           12.
 203       53       20      165           11.
 204       18       37      196            8.
 205       58       28      223            8.
 206       44       56      134           11.
 207       16       17      167           12.
 208       34       75      172           10.
 209       40       30      146            8.
 210       54       58      125            8.
 211       33       21      198            8.
 212       32       14      171            8.
 213       38       31      200           12.
 214       12       71      141            8.
 215       17       43      143           11.
 216       22       43      126           10.
 217       39       71      157            9.
 218       37       54      185           12.
 219       47       39      204           11.
 220       35       38      168            9.
 221       49       75      213           12.
 222       68       44      125           12.
 223       12       40      183            9.
 224       69       15      197            8.
 225       46       24      193           12.
 226       13       73      147           11.
 227       67       53      165            8.
 228       61       27      166           12.
 229       17       11      183           12.
 230       11       30      180           12.
 231       38       14      141           10.
 232       32       10      165            9.
 233       25       19      186           12.
 234       13       10      129           11.
 235       16       44      204           12.
 236       20       48      205            8.
 237       19       19      214           11.
 238       60       70      175           11.
 239       37       68      186           10.
 240       45       31      174           12.
 241       64       36      150           10.
 242       69       21      159           12.
 243       42       38      144            8.
 244       40       28      135           11.
 245       34       20      166           11.
 246       17       16      213           11.
 247       48       24      215            9.
 248       64       45      200            9.
 249       59       64      227           10.
 250       35       74      198           12.
 251       57       11      182            9.
 252       68       51      181            9.
 253       24       27      124           12.
 254       73       27      154            9.
 255       67       48      211            8.
 256       13       68      193           11.
 257       34       10      129            9.
 258       30       59      180           12.
 259       27       11      195           10.
 260       26       37      132            8.
 261       70       22      182           12.
 262       41       51      183           12.
 263       38       11      139           12.
