NAME: TEST-28-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       51       18      188            8.
   2       46       53      152            9.
   3       68       19      220            8.
   4       19       58      166           10.
   5       58       19      118           10.
   6       62       50      168           12.
   7       58       20      179           12.
   8       31       75      129            8.
   9       13       18      174            8.
  10       72       35      132           10.
  11       34       74      152           12.
  12       73       39      179           10.
  13       61       38      154           10.
  14       17       73      185            9.
  15       16       10      192           11.
  16       50       39      189           12.
  17       73       56      165            9.
  18       29       53      162           10.
  19       71       41      171           10.
  20       43       50      167           10.
  21       50       54      182           10.
  22       27       71      129           11.
  23       12       28      132            8.
  24       20       43      134            9.
  25       24       28      164           11.
  26       44       71      122           12.
  27       31       49      132            8.
  28       54       24      118           11.
  29       56       54      229            9.
  30       41       64      195           11.
  31       14       23      194           10.
  32       30       67      209           10.
  33       34       21      187            8.
  34       49       31      153           11.
  35       34       55      148           12.
  36       55       36      225           11.
  37       31       18      211           12.
  38       65       70      153            9.
  39       21       22      147            8.
  40       37       11      150           10.
  41       30       26      179           12.
  42       62       68      191            8.
  43       12       35      193            9.
  44       13       36      223           10.
  45       12       67      178           10.
  46       69       37      129            9.
  47       52       42      180           10.
  48       53       53      134            8.
  49       25       20      217           10.
  50       42       20      196            9.
  51       30       41      222           11.
  52       18       58      122            9.
  53       56       39      206            8.
  54       66       61      152            9.
  55       38       28      154           10.
  56       19       54      192           10.
  57       11       23      173           10.
  58       73       66      217           10.
  59       60       61      158           11.
  60       33       26      211           10.
  61       15       13      181            9.
  62       42       52      198           12.
  63       13       54      177           11.
  64       33       22      165           12.
  65       57       42      218            9.
  66       54       72      179            9.
  67       44       53      151           12.
  68       28       29      224           11.
  69       35       10      122            8.
  70       37       18      145           11.
  71       29       64      205           11.
  72       30       73      193           10.
  73       61       30      195           12.
  74       43       25      202            8.
  75       52       13      205           10.
  76       25       56      123            9.
  77       69       56      148            8.
  78       12       46      206           11.
  79       12       58      161            9.
  80       34       58      182           12.
  81       59       20      168            8.
  82       57       26      158           10.
  83       63       67      195           10.
  84       67       27      190           12.
  85       68       44      127            8.
  86       49       40      175           12.
  87       68       25      227           11.
  88       60       32      220           11.
  89       42       12      130           10.
  90       61       16      180            8.
  91       19       44      180           12.
  92       57       43      146           12.
  93       51       49      179           10.
  94       20       61      205            9.
  95       31       61      229           11.
  96       24       38      151           10.
  97       48       18      161            8.
  98       67       35      172            9.
  99       55       44      123            9.
 100       65       33      148           11.
 101       31       12      201           12.
 102       28       31      146           11.
 103       57       46      196           11.
 104       65       75      173           10.
 105       32       25      141           11.
 106       57       63      126           10.
 107       36       54      211            8.
 108       73       41      157            9.
 109       28       60      159            9.
 110       16       15      143           12.
 111       48       26      197           12.
 112       23       58      151           12.
 113       64       66      132           12.
 114       61       44      193           12.
 115       75       50      208            8.
 116       11       41      201           10.
 117       73       61      147            8.
 118       26       25      159           10.
 119       32       50      134            8.
 120       52       28      181           11.
 121       35       30      175           12.
 122       68       74      170           12.
 123       51       15      225            8.
 124       17       20      154           11.
 125       44       37      184           10.
 126       55       43      130           11.
 127       49       44      163           12.
