NAME: TEST-23-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       17       31      199           11.
   2       60       11      122            8.
   3       51       27      171           12.
   4       30       59      183           10.
   5       40       54      147           10.
   6       71       19      218           11.
   7       68       28      157           10.
   8       69       75      183            9.
   9       44       54      221           12.
  10       43       19      217           11.
  11       52       39      182            9.
  12       32       31      218           10.
  13       17       33      180            8.
  14       51       46      230            8.
  15       41       21      138           12.
  16       43       64      124           10.
  17       13       13      225            9.
  18       60       48      149           12.
  19       57       56      196           10.
  20       56       57      197           11.
  21       41       24      166           10.
  22       38       37      223            9.
  23       54       55      161           12.
  24       46       35      206           11.
  25       31       59      229           11.
  26       72       34      206            8.
  27       54       32      200            8.
  28       52       68      163            8.
  29       49       37      168            9.
  30       65       14      151           11.
  31       12       35      119            9.
  32       55       36      123            8.
  33       33       45      149           12.
  34       12       46      218           10.
  35       24       27      134           11.
  36       12       51      137            8.
  37       69       19      133           11.
  38       12       22      153           10.
  39       49       25      116            8.
  40       56       66      169            8.
  41       19       37      115           12.
  42       21       13      208           11.
  43       69       43      213            9.
  44       71       18      145            9.
  45       20       55      153           11.
  46       47       64      127            9.
  47       18       59      224           10.
  48       25       43      177            9.
  49       65       61      206            9.
  50       12       42      212            8.
  51       45       35      216           10.
  52       72       32      210           10.
  53       17       46      205            8.
  54       31       48      151            8.
  55       14       67      184            9.
  56       40       20      152            9.
  57       49       44      219            9.
  58       42       16      153           10.
  59       32       54      223            8.
  60       38       42      140           10.
  61       44       56      177            8.
  62       34       21      220           10.
  63       62       65      218            8.
  64       49       53      216            9.
  65       48       68      170            9.
  66       68       34      212           11.
  67       11       65      230           12.
  68       24       75      209           10.
  69       73       61      190            8.
  70       30       67      214            8.
  71       64       14      126           10.
  72       11       57      220            8.
  73       19       24      228            9.
  74       55       60      150           12.
  75       13       36      132           12.
  76       59       47      216            9.
  77       50       75      212            8.
  78       36       72      139            8.
  79       71       23      171            9.
  80       13       26      141            8.
  81       42       70      205            8.
  82       49       11      168           12.
  83       72       54      223           11.
  84       67       14      224            8.
  85       51       14      191           10.
  86       54       21      125            9.
  87       32       23      141            8.
  88       64       69      208            9.
  89       61       12      217           11.
  90       70       32      157            8.
  91       29       60      192            8.
  92       38       25      155            8.
  93       42       35      129            9.
  94       30       16      180            9.
  95       34       23      135           10.
  96       34       64      140            9.
  97       32       13      206            9.
  98       11       52      197            8.
  99       51       72      180            8.
 100       18       49      179           12.
 101       39       62      148            8.
 102       49       41      199           12.
 103       23       31      217            8.
 104       68       48      181            9.
 105       19       73      145            9.
 106       29       22      175            9.
 107       49       59      177           10.
 108       58       63      202            8.
 109       51       23      145           10.
 110       64       59      146           11.
 111       30       70      147           12.
 112       46       74      206            8.
 113       51       18      168            9.
 114       44       35      195            9.
 115       42       55      165            9.
 116       50       62      149            8.
 117       64       40      149           12.
 118       34       19      141            8.
 119       41       37      222           11.
 120       61       63      132            9.
 121       72       50      228           12.
 122       41       44      166           12.
 123       60       39      141           10.
 124       16       12      204           10.
 125       63       13      126           10.
 126       45       33      190           11.
 127       53       14      172           11.
 128       39       69      155           11.
 129       27       36      222           12.
 130       38       58      169            8.
 131       69       49      202           10.
 132       23       15      213            8.
 133       56       55      185            9.
 134       50       36      151           12.
 135       69       50      225           10.
 136       43       37      137           10.
 137       30       40      124            8.
 138       15       46      116           12.
 139       56       39      172           10.
 140       51       60      217           12.
 141       43       22      199            9.
 142       11       63      191           10.
 143       24       48      195           10.
 144       65       69      204            9.
 145       32       71      136           11.
 146       65       47      174           12.
 147       31       21      133           12.
 148       34       25      179            9.
 149       43       74      224           10.
 150       72       75      199           10.
 151       23       55      227            8.
 152       38       72      175            8.
 153       43       35      154           11.
 154       56       64      186            8.
 155       27       45      162            8.
