NAME: TEST-20-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       20       22      230           10.
   2       21       47      138            9.
   3       42       29      153           10.
   4       58       50      143           12.
   5       20       20      123           12.
   6       53       53      132           10.
   7       12       48      139            9.
   8       54       16      144           12.
   9       75       38      165           10.
  10       43       32      217           11.
  11       62       50      139           12.
  12       61       42      174            9.
  13       12       11      151           11.
  14       21       46      137           12.
  15       24       74      195            9.
  16       38       11      133           12.
  17       33       74      148            8.
  18       51       43      192           11.
  19       37       72      191           12.
  20       25       19      172           12.
  21       18       49      227           12.
  22       19       37      160           10.
  23       43       25      129           11.
  24       28       15      139            9.
  25       72       49      131            8.
  26       47       18      145           11.
  27       33       19      195           11.
  28       28       44      197           10.
  29       38       25      115           11.
  30       39       54      192           11.
  31       62       70      221            9.
  32       67       50      213           10.
  33       48       50      151           10.
  34       58       45      229           10.
  35       33       18      198           12.
  36       51       74      145           12.
  37       60       68      136           11.
  38       20       10      185            8.
  39       11       74      202           11.
  40       36       66      223            8.
  41       25       59      120            8.
  42       39       10      224           10.
  43       68       21      192           10.
  44       66       50      221           10.
  45       17       19      202           10.
  46       18       20      154            8.
  47       27       22      182            8.
  48       47       75      212           11.
  49       13       27      146            9.
  50       65       26      160           12.
  51       17       51      140           12.
  52       63       17      173           12.
  53       33       68      194           10.
  54       53       61      176           11.
  55       32       40      122           10.
  56       42       16      222            8.
  57       49       75      216           12.
  58       26       52      199            8.
  59       15       51      166            8.
  60       38       15      167            9.
  61       18       36      118           11.
  62       31       51      168           10.
  63       45       22      121           10.
  64       54       11      143            9.
  65       24       38      223           12.
  66       59       55      173           11.
  67       50       57      211            8.
  68       15       49      205           12.
  69       69       29      221            8.
  70       34       22      117           11.
  71       15       45      196           11.
  72       34       20      141           11.
  73       15       46      156            9.
  74       51       23      119           12.
  75       69       10      182            8.
  76       44       19      154           12.
  77       46       19      115            8.
  78       32       17      141            9.
  79       51       67      142           11.
  80       25       21      228           10.
  81       30       55      162            8.
  82       30       26      143           11.
  83       32       42      157            9.
  84       74       46      188           12.
  85       37       40      205            9.
  86       19       17      180            8.
  87       14       24      115           10.
  88       66       30      118            9.
  89       59       63      184           10.
  90       11       71      190            8.
  91       14       13      161            9.
  92       24       55      195            9.
  93       31       19      158           10.
  94       22       48      171           10.
  95       70       32      217           12.
  96       11       53      139           11.
  97       61       37      155            8.
  98       54       47      123            8.
  99       12       46      199            9.
 100       69       15      161           11.
 101       53       37      181           11.
 102       32       32      194           12.
 103       12       41      175           10.
 104       49       22      157            9.
 105       30       60      142           10.
 106       55       51      186            9.
 107       52       31      153            8.
 108       17       63      194            9.
 109       25       56      166           12.
 110       40       61      152            8.
 111       16       51      215            9.
 112       41       20      159           12.
 113       57       34      141           10.
 114       32       70      191           12.
 115       38       23      158           12.
 116       67       57      115            8.
 117       10       25      138           11.
 118       42       61      153           10.
 119       64       62      191            8.
 120       34       43      131           11.
 121       58       71      216            8.
 122       45       25      168           12.
 123       30       13      190           12.
 124       42       70      126            9.
 125       39       52      178           11.
 126       62       14      227           10.
 127       26       72      202            9.
 128       56       14      226            9.
 129       43       41      167            9.
 130       54       51      119           10.
 131       59       25      208           10.
 132       64       17      194            9.
 133       38       30      165           12.
 134       75       42      228            8.
 135       47       56      142            9.
 136       46       34      140           10.
 137       47       13      207            9.
 138       43       50      179            9.
 139       13       38      155            8.
 140       34       59      146           12.
 141       66       47      222           12.
 142       27       73      129           10.
 143       61       67      154           12.
 144       25       43      170            9.
 145       59       71      196            8.
 146       46       11      166            8.
 147       48       75      211           12.
 148       44       30      218            8.
 149       32       58      186           11.
 150       43       37      115            9.
 151       31       54      185            8.
 152       52       13      206           12.
 153       12       31      210           10.
 154       42       20      132           12.
 155       37       30      140           11.
 156       64       56      127           10.
 157       49       49      130            8.
 158       13       47      120            8.
 159       74       55      154           10.
 160       71       14      190           11.
 161       57       50      126           12.
 162       11       66      146            9.
 163       40       15      151            8.
 164       13       66      194            9.
 165       63       63      161           10.
 166       36       19      173           11.
 167       45       11      204           10.
 168       21       73      151           12.
 169       66       69      145           12.
 170       70       46      182           12.
 171       35       43      135           12.
 172       30       65      167           11.
 173       65       65      115            8.
 174       53       19      205            8.
 175       65       53      121           11.
 176       39       72      220            9.
 177       59       36      225            8.
 178       31       60      209           12.
 179       69       18      226           10.
 180       15       16      222           12.
 181       70       65      126           12.
 182       46       50      156            9.
 183       66       72      155           12.
 184       26       48      122           12.
 185       38       31      125           10.
 186       62       40      208           10.
 187       65       31      116           12.
 188       61       16      196           12.
 189       40       71      137            9.
 190       55       26      161            9.
 191       16       50      129           11.
 192       11       27      168           12.
 193       35       63      173            9.
 194       10       71      124           12.
 195       73       54      197            8.
 196       33       62      124           11.
 197       14       66      149            8.
 198       41       59      188            8.
 199       35       66      131            9.
 200       24       62      151           12.
 201       37       22      229           10.
 202       34       56      188           12.
 203       11       63      159            8.
 204       40       51      194           10.
 205       47       31      218            9.
 206       50       39      146            8.
 207       44       45      166            8.
 208       58       33      161           12.
 209       28       31      145           12.
 210       53       67      214           10.
 211       66       23      230           10.
 212       17       20      223           10.
 213       23       25      180            8.
 214       13       74      161           10.
 215       72       57      173            8.
 216       15       27      137           11.
 217       11       48      212           10.
 218       22       55      196           11.
 219       45       62      170           12.
 220       53       57      156            9.
 221       49       68      164           12.
 222       62       36      213           12.
 223       16       36      179           10.
 224       32       22      191           12.
 225       50       18      189           12.
 226       36       48      224           10.
 227       72       59      155            9.
 228       60       49      226            9.
 229       63       14      125           11.
 230       72       34      197           11.
 231       15       58      124           11.
 232       51       35      170            9.
 233       22       50      205           11.
 234       58       11      179           11.
 235       62       28      196            9.
 236       14       55      210           10.
 237       65       37      159            8.
 238       34       62      192           12.
 239       36       44      176           12.
 240       41       54      161           10.
 241       13       16      130            9.
 242       66       18      139            9.
 243       22       11      162           12.
 244       47       27      230            9.
 245       10       75      186            9.
 246       16       70      145           12.
 247       35       41      159            9.
 248       19       29      157            9.
 249       14       70      211           12.
 250       75       37      126           12.
 251       13       35      185            8.
 252       23       20      198            9.
 253       68       61      136            9.
 254       42       74      210            8.
 255       62       45      130            9.
 256       45       52      203            8.
 257       56       31      195           12.
 258       49       36      215           12.
 259       64       12      205           11.
 260       41       27      136            8.
 261       53       64      157            9.
 262       72       56      190            8.
 263       22       53      189            9.
 264       67       28      215            9.
 265       57       67      206            9.
 266       36       45      174           11.
 267       74       45      190           11.
 268       19       63      220           11.
 269       62       57      115            9.
 270       73       39      154           11.
 271       24       53      198            9.
 272       41       52      176           12.
 273       30       57      152           11.
 274       24       14      179           12.
 275       30       32      153            8.
 276       72       28      174            9.
 277       63       32      210           12.
 278       37       26      148            9.
 279       43       59      126           11.
 280       63       26      124            8.
 281       57       56      167            8.
 282       31       29      182            9.
 283       64       28      157           12.
 284       29       33      126            9.
 285       62       46      118           10.
 286       70       59      119            9.
 287       29       72      142           11.
