NAME: TEST-17-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       84       72      194           11.
   2      108       51      118            8.
   3       61       17      141           10.
   4       83      119      183           11.
   5       60      104      126           11.
   6       68      123      215            8.
   7       86       10      227           10.
   8      126       15      130            9.
   9      114       63      154           11.
  10       67      125      180           11.
  11       35       57      134            9.
  12       89       16      189            8.
  13       36       77      220           11.
  14       55       88      181           10.
  15       81       92      176           10.
  16       87       33      120            9.
  17       13       72      207           10.
  18       62       53      208            9.
  19       62       47      188           10.
  20      109       23      207            8.
  21       34       19      116           11.
  22       25       61      228            9.
  23      115       29      156           11.
  24       36      100      166           12.
  25      110       54      124           12.
  26       86       50      199           10.
  27      113       24      199           11.
  28      105      127      178            8.
  29      110      107      157           11.
  30      102       11      130            8.
  31      113      106      155           10.
  32       29       39      184           11.
  33      110      101      201           10.
  34       22      119      185           11.
  35      101      111      199           11.
  36       66      102      144           10.
  37       94       62      217           10.
  38      110       96      146           12.
  39       44       39      200           11.
  40       97       71      117            8.
  41       36       16      171           10.
  42       92      117      165           10.
  43       17       11      225           12.
  44       58      127      161           12.
  45      121       24      219            8.
  46       86       56      183            8.
  47       46       81      214           10.
  48       93       22      228           10.
  49      124       26      181           10.
  50       50      110      211           12.
  51       38       79      128            8.
  52       45      101      128            8.
  53       97       24      183            9.
  54       30       39      213           11.
  55       38       95      202           11.
  56      119       49      158            9.
  57       52       30      115            8.
  58      130       91      230           12.
  59       10       33      204           10.
  60       81       94      153            8.
  61       13      113      133           10.
  62       72       42      115            8.
  63       90      121      171           11.
  64       32      113      209            8.
  65       58       61      148           11.
  66       75       64      186           10.
  67       93      123      153           12.
  68       94       57      144            8.
  69       96       68      228           11.
  70      118       53      127            8.
  71      121      100      169            9.
  72       40       74      227           12.
  73       10       55      121            8.
  74       42       49      167           10.
  75       31       73      217            8.
  76       19       92      161            8.
  77      123       57      123           12.
  78       27       80      157           10.
  79      122      111      119            9.
  80       92       63      171           12.
  81       96       28      211           11.
  82       82      126      206            8.
  83      102      106      207           10.
  84       40       62      216            9.
  85      112      121      134           10.
  86       98       26      126            8.
  87       66       75      177            8.
  88       36       56      173           10.
  89       75      104      218            8.
  90       94      101      189           10.
  91       30       67      164            8.
  92       81       36      197           11.
  93      118       12      170            8.
  94       37      124      209           12.
  95      129      130      131            9.
  96       34      115      189            8.
  97      113      130      129           12.
  98       67       64      224            9.
  99       85       37      117           11.
 100       48       31      168           12.
 101       78       89      149           11.
 102       44      115      183            8.
 103      125      128      194           10.
 104      122       60      177            9.
 105       54       99      165           10.
 106       31       16      229           11.
 107       48       28      170           12.
 108       95      118      215           11.
 109       98       86      221           11.
 110      121       41      216           10.
 111      115       64      201            9.
 112       27       32      214           10.
 113       19       68      204            9.
 114      103       80      178           12.
 115       28       33      136           10.
 116       53      115      217           12.
 117       47       49      117            8.
 118       22       23      225           11.
 119       10      122      226            8.
 120       20      120      206           11.
 121      130       36      213           11.
 122      106       44      215            8.
 123       31       96      155           12.
 124       36       99      218            9.
 125       61      101      150            9.
 126       13       38      131            9.
 127       46      129      182            8.
 128       37       77      166           10.
 129      100       72      146            8.
 130       32       66      115           11.
 131      122       93      160            9.
 132       77       36      142           10.
 133       42       31      176            8.
 134       61      116      177            8.
 135       10       91      160           12.
 136       89       62      139            8.
 137       94       41      192           11.
 138       12       91      193            8.
 139      101       19      189           10.
 140      112       62      132            8.
 141       38       98      205           11.
 142       30       83      140           10.
 143       45      114      185           11.
 144       21       11      128            9.
 145       32       97      193           11.
 146       70      108      145           10.
 147      110       74      215            9.
 148       57       72      183           12.
 149       78      115      179            8.
 150       24      104      174            8.
 151       85       62      226            9.
 152      100      113      207            9.
 153       84       45      200            8.
 154       17       43      154            9.
 155       52      120      142           11.
 156       44      104      202           10.
 157       58       39      189           10.
 158      116       16      205            9.
 159       56       79      221           11.
 160       70      117      142            8.
 161      124       57      172           11.
 162      112       35      215           12.
 163       67      107      171           12.
 164       26      117      218            9.
 165       72       32      199           12.
 166      104       62      210           10.
 167       57       98      135           10.
 168       43       76      156           12.
 169      125      125      141           10.
 170       74       82      154           12.
 171      125      109      129           10.
 172       73       73      216            8.
 173       96       26      177           12.
 174       15       36      182           11.
 175       66       70      153            9.
 176       96       39      203            9.
 177       38      130      139           10.
 178       12       82      156            9.
 179       61       21      223           11.
 180       51       80      151           11.
 181      117       28      131            9.
 182       20       85      148           10.
 183      120       46      220           12.
 184       25       88      124           10.
 185       81       40      168            8.
 186      127       95      190           11.
 187      115       48      145            9.
 188       28       72      172            9.
 189       49       16      173            8.
 190       97       26      153            9.
 191       32       57      201            9.
 192      106      121      115            9.
 193       21      130      214           12.
 194       83       27      119           11.
 195      129       62      198           11.
 196       65       87      125           11.
 197       63       57      207            9.
 198       33       81      133           11.
 199       65       39      148           10.
 200       38      119      137            9.
 201      102       74      203           10.
 202       14      110      173            9.
 203       63       28      191           11.
 204       92      122      142            9.
 205      128      121      218           12.
 206       98       17      168            9.
 207       76      128      204            8.
 208       62       87      132           11.
 209      111       77      146            8.
 210       83       76      144            9.
 211      116      122      135            8.
 212       84      120      161           12.
 213      113       41      118            9.
 214       79      117      227           11.
 215       30       64      178            9.
 216       39       94      169           12.
 217      121       90      164           12.
 218       54       22      152            8.
 219       37       56      169           11.
 220       96       72      180            9.
 221       18       99      154            8.
 222       97       17      163           11.
 223       37       94      176           10.
 224       27      108      138            9.
 225       73       45      194           10.
 226       91       10      226           11.
 227       18       52      215            8.
 228       34      101      224           12.
 229       57       32      162           12.
 230       73       38      184           12.
 231      120      116      119           10.
 232       94       74      168            9.
 233       76      114      146            9.
 234      104       82      157            8.
 235       17      122      121           12.
 236       95      109      126            9.
 237       41      126      125           11.
 238       19       31      134           10.
 239       10       60      119           11.
 240       20       94      216            9.
 241      125       68      130           12.
 242       83      107      170            9.
 243       95       70      164            8.
 244       63      118      207           12.
 245      103      124      128           10.
 246       31      122      150           10.
 247       82       53      155            8.
 248       91      103      172            8.
 249      111       26      122           12.
 250       99       76      213           12.
 251       97      111      116           12.
 252       25       37      162           12.
 253       34       78      161           12.
 254       83       34      143           12.
 255       13       24      145            8.
 256       47      104      154            8.
 257       12       79      170            8.
 258       59       33      212           11.
 259       92      107      211           11.
 260       30       48      162            9.
 261       73       11      193           11.
 262       94       94      132            9.
 263       17      130      210            9.
 264       92       65      169            8.
 265       72       53      191            8.
 266      118       25      181            9.
 267       44       74      214            9.
 268       96       63      119           10.
 269      100      112      157            8.
 270       57       77      150            8.
 271      106       79      209            8.
 272       95       54      186           11.
 273       83       49      151            9.
 274       21       20      224           12.
 275       33       85      155           11.
 276      112       82      118           12.
 277       31       80      123           12.
 278      129       15      152           11.
 279       73      106      162           12.
 280      128       96      124           10.
 281       80       42      126           12.
 282      130      108      225            9.
 283       94       37      225           11.
 284      101      106      220           12.
 285       87       63      188            9.
 286      116       61      176            9.
 287       42      128      159            9.
 288       86      103      194           12.
 289       88       48      216            9.
 290       44       80      142           11.
 291       57       36      184           10.
 292       34       82      210           10.
 293       31      124      227            9.
 294      127      104      221            9.
 295      102      120      125           12.
 296       90      123      172           10.
 297       51       17      216           11.
 298       88      106      192           10.
 299      126       88      219            8.
 300       54       38      187           12.
 301       80       86      155            9.
 302       84       68      220            9.
 303      102      114      161            8.
 304      104      107      148            9.
 305       98       69      209           12.
 306      113      129      218            8.
 307       63       23      145           10.
 308      104      115      201           11.
 309      101       73      206           11.
 310       19       97      181            9.
 311       14      127      214           11.
 312       59      110      135           10.
 313      112       27      212            9.
 314       74       23      197           10.
 315      126       56      145           11.
 316       59       46      187           12.
 317       96      122      152            9.
 318      118       93      184           12.
 319       75       24      210           11.
 320       74       79      121            9.
 321       92       38      178            8.
 322       32       46      167           10.
 323       77      100      180           10.
 324       65       43      183           11.
 325       23      122      222            8.
 326       69       73      211           10.
 327       94       49      136           12.
 328       91       26      175            8.
 329       95       87      214           12.
 330       78       57      217           12.
 331       96       14      187            9.
 332       22       15      162            8.
 333       86      128      133            9.
 334       29       64      166           11.
