NAME: TEST-13-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       95       59      219           10.
   2       78       69      128           12.
   3       12       92      163            8.
   4       87       81      152           12.
   5       49      128      172            8.
   6       83       46      130            9.
   7       80      100      214           12.
   8       59       97      205            9.
   9      123       69      149            8.
  10       25       49      228           12.
  11       67      118      205           10.
  12       10       55      215            9.
  13       38      101      116            9.
  14      121       76      219            9.
  15       30      111      168           11.
  16      103       72      160            9.
  17       30      116      139           12.
  18      100       86      192           11.
  19       83      130      133            9.
  20      116      123      128           12.
  21       85       61      155           12.
  22       31       10      161            9.
  23      106       21      126           10.
  24       40       32      153           11.
  25       14       20      125           10.
  26       25       75      228            9.
  27       13       56      218            9.
  28       57       61      229           12.
  29       77       18      182            8.
  30      120      105      154           10.
  31      129       40      197           11.
  32      102       20      206           10.
  33       82       46      146           10.
  34       64       65      162            9.
  35       16       11      137           12.
  36      105       30      196           10.
  37       43      111      122            8.
  38      125      107      216            9.
  39       54       32      220           10.
  40       60       35      205           10.
  41      129       33      225           10.
  42      107      121      173           12.
  43       91       20      201            8.
  44      123       56      183            9.
  45       87       18      190           10.
  46       35      123      224            9.
  47       85       26      163            9.
  48       26       88      170           12.
  49       18       83      145            8.
  50       96      117      215            9.
  51       48      115      222            8.
  52       60      101      190           12.
  53      130       74      198            9.
  54       81       65      219            9.
  55       69       30      150           11.
  56       71      116      193            8.
  57       40       86      201            8.
  58       11       69      207            8.
  59       83       53      141           11.
  60       39      113      219           11.
  61       57       94      119            9.
  62      103       50      167           10.
  63       82       42      191           12.
  64       30      130      208           12.
  65      106      108      142           11.
  66       98       12      145           12.
  67      112       93      206           12.
  68      118       56      151           11.
  69      122      101      154            9.
  70       41       20      115            9.
  71      113      101      146           10.
  72       93      104      122           11.
  73       98       41      172           11.
  74      127       23      139           12.
  75       51       93      214           10.
  76       14       65      223           12.
  77       37       89      127            9.
  78      109      130      128           12.
  79      109       85      122            9.
  80       88       99      132            9.
  81       46       93      216            9.
  82       88       87      123            8.
  83       53       96      131           12.
  84       13       68      126           10.
  85       69       10      153            9.
  86       55      101      127           12.
  87       15       22      218           11.
  88      102       55      204           12.
  89       99       34      195           10.
  90       89       16      117           10.
  91       42      114      115            8.
  92       44       46      229            9.
  93       16       15      177           11.
  94      118      124      228            8.
  95       13       20      199            8.
  96       52       43      228           12.
  97       43       61      192           11.
  98       97       44      188           12.
  99       35       89      188            9.
 100       69      102      155            8.
 101       64       93      174            9.
 102      110      112      190            9.
 103      105       21      145           11.
 104      117       91      160           10.
 105       76       62      178            8.
 106      108       16      115           10.
 107       28       94      153           11.
 108       24      113      122           11.
 109       84       83      191           10.
 110       65       35      187           10.
 111       55       19      223           11.
 112      114       61      163            9.
 113      119       43      151            8.
 114       39       63      126           11.
 115       62       34      198           10.
 116       97       24      124            9.
 117       31       55      198           12.
 118       33       10      115           11.
 119      119       14      192           12.
 120       84      128      146            8.
 121       40       80      189           12.
 122       56       31      220           12.
 123       55      106      156            8.
 124      107       71      169            9.
 125      103      126      175           12.
 126       58       80      128           12.
 127       63       13      214            8.
 128       99      127      163           10.
 129       75      124      196            9.
 130       21       72      151            8.
 131       63       16      164           10.
 132       25       26      191           11.
 133       56      110      178           12.
 134       40      115      186           12.
 135      101       12      154            9.
 136       13       94      208           11.
 137       20       58      230            9.
 138       46       19      223           10.
 139      111       15      152            8.
 140       41      128      159            8.
 141       68       44      162            8.
 142       57       10      132           12.
 143      123       23      198            9.
 144      125      108      150            9.
 145       17       26      115           11.
 146      100      120      186           12.
 147       51       46      198            9.
 148       10       51      213            9.
 149       72      118      211            8.
 150      118      119      134           12.
 151      117       44      134            8.
 152       82       81      195           12.
 153       67      120      169            9.
 154      121       51      127           11.
 155       62      122      139            9.
 156       42       53      176            9.
 157       24       36      211           10.
 158       51      108      201           12.
 159       78       98      178           11.
 160      113       67      121           12.
 161       36       54      161            8.
 162       63       50      221            9.
 163       78       84      144           12.
 164       56       78      191            9.
 165       63      110      165           10.
 166       41       24      209           12.
 167       74       96      165            9.
 168       85      114      133           10.
 169       75       44      188           11.
 170       36       96      181            9.
 171       11      110      163            8.
 172       10       53      152           10.
 173       43       25      182           10.
 174       40      129      218            9.
 175       12      116      200            8.
 176       34      130      159           11.
 177       73       24      215            8.
 178      109       63      193            9.
 179      121       47      222            9.
 180       19       83      214           10.
 181      113       18      115           10.
 182      100       59      150           10.
 183       27       97      189            8.
 184       21       16      168           10.
 185       65       52      161           12.
 186       61       40      136            8.
 187      102       38      170            8.
 188       29       58      225           11.
 189      100       38      200           10.
 190       33       67      138            9.
 191      108      130      178            8.
 192       79       64      226           12.
 193       48       43      166            8.
 194       53      120      185            9.
 195       98      111      208           10.
 196      105       74      190            8.
 197       18       31      138           12.
 198       71       57      133           11.
 199       36       37      151            8.
 200       76       61      138            9.
 201       47       63      152            8.
 202       12       52      145           11.
 203       87       53      193            8.
 204      127       30      148           12.
 205       84      104      193            8.
 206       65       49      166            9.
 207      118       76      155           10.
 208      114       93      134           12.
 209       16       96      119           10.
 210       34       83      196           11.
 211       32       82      140           10.
 212       28       15      195            9.
 213      126       11      201            9.
 214       35       33      154           12.
 215       45       29      163            8.
 216       84       90      158           10.
 217      112       64      176           10.
 218       80       15      144           11.
 219       57       74      131            8.
 220       55       57      141           12.
 221      117       83      162            8.
 222       88       25      174            8.
 223       44       91      194           12.
 224      120       10      201           10.
 225       32       83      205           10.
 226       95       53      159            9.
 227       96      110      177           10.
 228       84       86      215            8.
 229       16      113      175            8.
 230       79       97      192           10.
 231      101      125      196            8.
 232       91      110      212           11.
 233      127      122      217            9.
 234       75      106      211           12.
 235      122      108      205           12.
 236       97       66      121           11.
 237       54       21      138           11.
 238      128      114      159           10.
 239      105      117      230           12.
 240       88       54      137            9.
 241       94       98      221            8.
 242      101       21      193            8.
 243       91       73      121            8.
 244       80       99      136           12.
 245      116      128      117            9.
 246       62       18      202            9.
 247       94      122      158            8.
 248       23       57      136           12.
 249       70       27      118           11.
 250       31      107      224           10.
 251      122       87      206           10.
 252       68      100      150           10.
 253       95       74      225            8.
 254       13       14      201           12.
 255       87       59      136           11.
 256       79       89      220           12.
 257      107       90      127            9.
 258       58       25      193           11.
 259      106       60      167            8.
 260       13       17      161           12.
 261       58       69      185           10.
 262       53       36      165            8.
 263       88       67      118            9.
 264       73      126      119           12.
 265      100       71      159           11.
 266       36       58      183            8.
 267       95       16      194            9.
 268       35       53      185            9.
 269       46       45      166           10.
 270       58      112      165           11.
 271       64       34      133           11.
 272       17       16      180           12.
 273      109       52      222           10.
 274       87       25      131            9.
 275       59       93      228           12.
 276       38       76      193           12.
 277      109       13      157           12.
 278      110       57      175           12.
 279       31       29      192            9.
 280       11       73      217           11.
 281       70      128      118           10.
 282       39      127      121           10.
 283       41       62      142           11.
 284       71      111      135           11.
 285       47       72      147            8.
 286       67       32      169            8.
 287       13       74      208            8.
 288      130      110      221           12.
 289       71       28      164           10.
 290       88       55      197           10.
 291      119       56      167           12.
 292       71       81      125            9.
 293       95       69      121           12.
 294       77       31      206           11.
 295       50      118      168            9.
 296       26       38      172           11.
 297       87       34      150           10.
 298      100      124      130           10.
 299       69      110      187           11.
 300       66       31      218           12.
 301       17       98      181            9.
 302      102      101      119           11.
 303       68       22      169           10.
 304       29      125      169            9.
 305      111       10      173            8.
 306       35       13      180            9.
 307       94       40      230           11.
 308       88      111      197           12.
 309       85      116      116            8.
 310       32       13      128           10.
 311      119       68      207           10.
 312      124      114      177            8.
 313       59       55      146            8.
 314      101      110      205           11.
 315       85       66      219           11.
 316       78       17      215            9.
 317       72      119      153            8.
 318      109       51      143            8.
 319       29       90      201           12.
 320       98       74      188           11.
 321       49      105      134           12.
 322       20       67      218           11.
 323       79      103      120           12.
 324       56      111      168            9.
 325      120       19      207           12.
 326       69       35      142           12.
 327       17       22      216            9.
 328      128       38      188            8.
 329       93       95      146           12.
 330       41       16      170           12.
 331       98      108      218           11.
 332       60       38      128           10.
 333       38       90      173            9.
 334       53       11      200            9.
 335       19      110      186           11.
 336      100       98      219           12.
 337       78       21      218           11.
 338       32       95      142           10.
 339       63      121      176            9.
 340       94      128      124            9.
 341      123       88      213           10.
 342      100       37      150           11.
 343       70      130      140           11.
 344       61       62      188           10.
 345       16      115      137           11.
 346       77      129      124           11.
 347       46       87      194            9.
 348       62       68      182           10.
 349      128       22      203           11.
 350       13       11      186           10.
 351      114      105      162            9.
 352      116       76      144            8.
 353      121       73      152            8.
 354       42      118      226           11.
 355       47       18      225           10.
 356       24       18      141            8.
 357      119       15      141           10.
 358       77       88      227           10.
 359       75      105      160           11.
 360       45       77      170            9.
 361       96       20      218           10.
 362      112       54      191            8.
 363       59       23      165           11.
 364       94      100      175           11.
 365       75      122      172            8.
 366       59       10      221           12.
 367       62      100      143           12.
