NAME: TEST-21-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       73       42      172           12.
   2       35       72      215           12.
   3       58       70      131           11.
   4       55       51      169           11.
   5       65       18      229           10.
   6       59       39      176            8.
   7       69       24      212           11.
   8       16       56      166            8.
   9       58       56      176           10.
  10       14       22      171           12.
  11       17       11      149           12.
  12       51       39      207            8.
  13       29       31      214            9.
  14       41       12      177           12.
  15       71       57      202           12.
  16       60       75      128           10.
  17       63       32      159           12.
  18       75       39      157           11.
  19       54       22      178           12.
  20       40       73      223           10.
  21       27       64      166           11.
  22       31       62      182           12.
  23       53       59      179           12.
  24       34       65      203            8.
  25       55       38      168           12.
  26       69       27      218            8.
  27       19       64      142           11.
  28       22       36      137           10.
  29       32       54      139           10.
  30       23       25      134           11.
  31       34       57      185           12.
  32       18       49      132           10.
  33       47       38      147           11.
  34       55       70      121            9.
  35       53       47      146           10.
  36       29       28      217           12.
  37       47       47      189            8.
  38       28       29      145            8.
  39       13       53      213           10.
  40       13       75      142           11.
  41       23       56      209            8.
  42       10       56      198            9.
  43       12       72      189            8.
  44       71       33      207            9.
  45       49       37      180           11.
  46       68       54      118           11.
  47       51       18      119            9.
  48       42       32      119            8.
  49       51       11      136           12.
  50       53       57      174           11.
  51       20       58      191            9.
  52       21       28      227           10.
  53       40       67      209           10.
  54       72       54      147           11.
  55       47       54      197           10.
  56       10       27      216            9.
  57       36       17      157           12.
  58       38       41      229            9.
  59       61       47      228            9.
  60       42       47      151           11.
  61       73       55      212           10.
  62       53       45      134           12.
  63       43       42      226           10.
  64       45       59      171            8.
  65       11       39      135            8.
  66       34       72      155            8.
  67       39       30      226            8.
  68       65       52      183            9.
  69       22       74      149           10.
  70       12       36      176            9.
  71       25       19      158           12.
  72       54       75      155           10.
  73       61       44      153           12.
  74       10       68      179           10.
  75       40       60      188           12.
  76       60       57      178            8.
  77       10       42      147           11.
  78       11       42      187           11.
  79       26       17      127           10.
  80       52       57      115            8.
  81       40       24      155            8.
  82       26       64      202           11.
  83       52       75      154           11.
  84       63       40      174           10.
  85       72       47      208           12.
  86       51       21      161            8.
  87       42       75      152            9.
  88       66       52      152           11.
  89       45       48      146           12.
  90       17       66      144            8.
  91       29       65      132            8.
  92       20       51      150            8.
  93       15       28      228            9.
  94       11       38      132            8.
  95       65       16      213           10.
  96       21       41      211            8.
  97       42       45      134           11.
  98       60       25      118            8.
  99       36       33      228           11.
 100       40       55      169           12.
 101       21       45      217            9.
 102       68       29      168            8.
 103       70       59      125           12.
 104       51       75      227            9.
 105       75       15      191            9.
 106       33       66      118            8.
 107       54       53      117            8.
 108       19       42      213           12.
 109       75       69      123           11.
 110       48       27      182           10.
 111       54       62      223           10.
 112       10       57      177            9.
 113       23       30      161            8.
 114       27       24      214            8.
 115       64       67      175            8.
 116       40       63      226            8.
 117       49       14      208            8.
 118       67       25      119            8.
 119       72       33      146            9.
 120       54       19      222            8.
 121       67       24      224           11.
 122       19       55      124           11.
 123       52       27      200           10.
 124       39       72      194           11.
 125       56       10      125           10.
 126       36       53      122            9.
 127       45       45      214           10.
 128       30       71      227            8.
 129       47       43      229           10.
 130       51       55      215            8.
 131       51       53      223           10.
 132       57       54      134           12.
 133       19       30      225            9.
 134       34       64      185           12.
 135       38       23      156            8.
 136       33       49      167           10.
 137       40       75      145           10.
 138       25       70      183           10.
 139       71       56      144           12.
 140       46       23      216            9.
 141       32       11      207            9.
 142       31       36      163            9.
 143       49       13      123            9.
 144       25       36      198            9.
 145       40       14      137           10.
 146       53       39      134            9.
 147       24       25      116            9.
 148       51       10      194           10.
 149       14       35      209            8.
