NAME: TEST-14-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       95       10      120           12.
   2       44       89      191           12.
   3       68       93      165           11.
   4       76       87      196            8.
   5      109      121      223            8.
   6       18       60      134           11.
   7       89       60      167           12.
   8       59       76      172           10.
   9       65      113      146            8.
  10       44       52      125            8.
  11       44       39      198            8.
  12       90       75      171            8.
  13       87       16      200           12.
  14       27      121      141            8.
  15       11       24      143           11.
  16      123       47      126           10.
  17       46       94      157            9.
  18       51       21      185           12.
  19       44      108      204           11.
  20       48       26      168            9.
  21       87       97      213           12.
  22       62       21      125           12.
  23       94       83      183            9.
  24       14       87      197            8.
  25       49       17      193           12.
  26       81       74      147           11.
  27       58      100      165            8.
  28       28       29      166           12.
  29       69       96      183           12.
  30       11       70      180           12.
  31       61      119      141           10.
  32       75       62      165            9.
  33       88       97      186           12.
  34       28      127      129           11.
  35       55      120      204           12.
  36       22       89      205            8.
  37       10      103      214           11.
  38       45      120      175           11.
  39       50       40      186           10.
  40       18       11      174           12.
  41       55       87      150           10.
  42       83       15      159           12.
  43       65       53      144            8.
  44      101       26      135           11.
  45      105       30      166           11.
  46       89       52      213           11.
  47      117       21      215            9.
  48       16       29      200            9.
  49      104      110      227           10.
  50       75       83      198           12.
  51       76       49      182            9.
  52      121       36      181            9.
  53       58       34      124           12.
  54       92      107      154            9.
  55       45       80      211            8.
  56       11      109      193           11.
  57       77       37      129            9.
  58       67       92      180           12.
  59      116      106      195           10.
  60       37       24      132            8.
  61       57       97      182           12.
  62      129      128      183           12.
  63       60       60      139           12.
  64       17       78      116           11.
  65       26       96      222            8.
  66       36       12      147            9.
  67       46      102      159            9.
  68       97       87      168           11.
  69       94       89      117            8.
  70       60      123      152            8.
  71       10       48      216           11.
  72       90      122      226            9.
  73       39       30      136           11.
  74       32       25      211           12.
  75       50       31      194            9.
  76      103       88      157           10.
  77       16      126      165           10.
  78       72       57      212            8.
  79       10      122      127            9.
  80       89       99      217           10.
  81       27       92      224            9.
  82      116       68      156           11.
  83       37       17      208           10.
  84      123       98      206            8.
  85       74       68      150            8.
  86      128       82      167            8.
  87       59       70      223            8.
  88       60       52      176            8.
  89       21      107      127           12.
  90      105       78      136           10.
  91       85       44      210            9.
  92       91       58      129           10.
  93       54       15      213           10.
  94       92      128      217            8.
  95       93       75      150            8.
  96       66      103      173           11.
  97       90       14      200           11.
  98       79       67      191           12.
  99       30       27      190           11.
 100       84       72      208            8.
 101       42       95      142           11.
 102       54       78      188            8.
 103      113      119      172           12.
 104       31       77      129           12.
 105      110       29      123           12.
 106      115      110      176            9.
 107      120       90      227            8.
 108       76      129      122            8.
 109      130       69      166            9.
