NAME: TEST-26-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   5   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       51       37      164            8.
   2       43       23      213            9.
   3       29       22      122            8.
   4       45       49      115           10.
   5       37       42      173            9.
   6       68       52      217           12.
   7       19       57      129           10.
   8       24       67      136           10.
   9       25       65      206           10.
  10       31       65      189            9.
  11       72       58      119           10.
  12       63       22      225           11.
  13       15       59      158           11.
  14       52       51      212            8.
  15       25       11      146            9.
  16       63       36      200           10.
  17       55       22      132            8.
  18       21       53      206            9.
  19       31       47      121           11.
  20       53       24      185           12.
  21       75       70      139           10.
  22       58       51      136           11.
  23       57       59      137            9.
  24       61       43      168           11.
  25       23       69      130           11.
  26       71       12      137            9.
  27       43       52      185            8.
  28       24       19      191            9.
  29       10       68      135           10.
  30       54       60      142           12.
  31       30       58      170           10.
  32       59       41      218           10.
  33       38       35      179            8.
  34       43       30      181            9.
  35       18       35      217           10.
  36       58       21      144           12.
  37       67       53      167            9.
  38       69       62      120            8.
  39       40       36      163           10.
  40       66       53      123           12.
  41       13       19      180            9.
  42       14       69      185            8.
  43       20       32      158            9.
  44       42       46      178            9.
  45       49       36      156           12.
  46       38       26      150            9.
  47       17       53      146           10.
  48       26       30      185           10.
  49       35       13      228            9.
  50       52       62      202            8.
  51       66       15      198            8.
  52       68       66      201            8.
  53       50       33      150           12.
  54       34       50      145           11.
  55       39       48      160            8.
  56       13       69      121           12.
  57       67       35      196           12.
  58       72       43      211            8.
  59       51       35      166            8.
  60       41       52      222            8.
  61       33       32      206           10.
  62       40       48      136           12.
  63       20       59      170           12.
  64       13       25      152           11.
  65       41       72      194           12.
  66       43       48      181           11.
  67       75       43      188            8.
  68       14       39      191            9.
  69       16       40      152            9.
  70       51       49      169            8.
  71       34       68      145            8.
  72       28       45      132           12.
  73       36       62      228           12.
  74       44       39      218           12.
  75       28       31      212           10.
  76       37       20      127           10.
  77       41       14      151            8.
  78       72       64      161           11.
  79       10       43      118           11.
  80       65       73      199           11.
  81       54       46      145            9.
  82       53       19      165           12.
  83       40       29      116            9.
  84       36       73      224           12.
  85       15       28      117           11.
  86       15       19      204           10.
  87       64       40      156           10.
  88       20       73      122           12.
  89       29       34      145           11.
  90       12       29      115            8.
  91       38       60      186            9.
  92       74       54      121            8.
  93       48       22      230            8.
  94       17       64      123            9.
  95       20       42      185           12.
  96       20       63      150            9.
  97       41       28      230           11.
  98       64       10      141            9.
  99       25       66      200            9.
 100       53       47      195           11.
 101       42       13      125            9.
 102       41       70      150            8.
 103       14       53      223            8.
 104       59       53      182           11.
 105       70       18      180           11.
 106       49       21      171            8.
 107       52       60      116            9.
 108       31       69      209           12.
 109       69       71      120           11.
 110       36       47      190           10.
 111       33       67      198           10.
 112       65       35      165           12.
 113       33       70      165            9.
 114       72       27      211           11.
 115       75       53      158           12.
 116       44       70      128            9.
 117       25       10      125           12.
 118       10       66      195           11.
 119       61       22      211           12.
 120       35       25      199            9.
 121       17       65      226            8.
 122       70       31      191           12.
 123       41       19      184            9.
 124       69       69      215            8.
 125       37       51      140            9.
 126       35       32      228           10.
 127       33       69      180            9.
 128       72       15      154            8.
 129       15       54      176            9.
 130       46       36      206            9.
 131       45       39      216           11.
 132       32       48      189           12.
 133       14       65      209            8.
 134       43       59      199            9.
 135       12       27      163            8.
 136       70       65      142           11.
 137       47       28      204            9.
 138       44       27      212           12.
 139       53       30      213           10.
 140       67       65      183           12.
 141       49       27      128           10.
 142       19       63      138            8.
 143       15       20      145           12.
 144       47       42      191           12.
 145       15       32      181           10.
 146       66       45      172           12.
 147       38       50      187           10.
 148       61       75      200           10.
 149       24       69      197            9.
 150       21       28      194           12.
 151       33       35      176            9.
 152       24       62      158           10.
 153       12       17      136            8.
 154       54       53      181           12.
 155       59       59      162           12.
 156       38       52      158           11.
 157       63       69      196           10.
 158       71       66      201           12.
 159       67       27      172           12.
 160       61       65      229            8.
 161       54       32      213            8.
 162       58       11      123           10.
 163       53       69      152           11.
 164       49       34      218            9.
 165       56       71      164           12.
 166       63       51      184           11.
 167       73       64      142            9.
 168       13       73      172            8.
 169       67       58      173           12.
 170       19       22      163           10.
 171       45       46      198           12.
 172       58       43      148           12.
 173       64       28      202           11.
 174       43       31      196            9.
 175       30       53      207           12.
 176       61       61      140            8.
 177       71       19      124            8.
 178       17       17      199            9.
 179       31       31      204            8.
 180       31       11      179            8.
 181       40       10      211           12.
 182       43       47      141           11.
 183       34       48      143           11.
 184       26       12      225            8.
 185       42       37      202           11.
 186       70       27      199            9.
 187       58       70      198            9.
 188       26       47      214           10.
 189       33       12      128            9.
 190       13       71      203           11.
 191       56       49      216            9.
 192       14       55      164           11.
 193       55       67      168           11.
 194       70       47      171           12.
 195       64       67      162           10.
 196       19       68      230            9.
