NAME: TEST-16-N400
 
--------------------------------------------------------------------------------
 
$ DATA SECTIONS
 
  NN  NK  NR NTR    VEL    BMAX    CPOW TIMEMAX QMAX F0CHAR F0VEHIC
 400 100   9   2    25.  20000.    125.    480. 2300   2.27   100.
 
CUSTOMERS:
  NO.  XCOORD.  YCOORD.  DEMAND  SERVICE TIME
 
   1       90       60      164            8.
   2       99       34      213            9.
   3       71       32      122            8.
   4       64       82      115           10.
   5       56       69      173            9.
   6       80       88      217           12.
   7       56       96      129           10.
   8      118      114      136           10.
   9       39      111      206           10.
  10       60      111      189            9.
  11       92       99      119           10.
  12       47       33      225           11.
  13      120       99      158           11.
  14       39       86      212            8.
  15       10       12      146            9.
  16      127       58      200           10.
  17      130       32      132            8.
  18       15       89      206            9.
  19       43       78      121           11.
  20       81       36      185           12.
  21      105      121      139           10.
  22       55       86      136           11.
  23       16      101      137            9.
  24       96       71      168           11.
  25       70      118      130           11.
  26      121       14      137            9.
  27      100       87      185            8.
  28       63       26      191            9.
  29       45      116      135           10.
  30      104      102      142           12.
  31       59       98      170           10.
  32      116       67      218           10.
  33       39       56      179            8.
  34       29       47      181            9.
  35       89       55      217           10.
  36      125       30      144           12.
  37       34       90      167            9.
  38      112      106      120            8.
  39       16       58      163           10.
  40       28       90      123           12.
  41      120       25      180            9.
  42       36      118      185            8.
  43       17       50      158            9.
  44       72       76      178            9.
  45       40       58      156           12.
  46       64       39      150            9.
  47       98       88      146           10.
  48       69       46      185           10.
  49       47       15      228            9.
  50       48      106      202            8.
  51      111       19      198            8.
  52       29      114      201            8.
  53       85       52      150           12.
  54       83       83      145           11.
  55       13       80      160            8.
  56       29      118      121           12.
  57      102       56      196           12.
  58       93       71      211            8.
  59       43       56      166            8.
  60       65       87      222            8.
  61       34       50      206           10.
  62       12       80      136           12.
  63      109       99      170           12.
  64       85       36      152           11.
  65       67      124      194           12.
  66       16       80      181           11.
  67       92       71      188            8.
  68       76       62      191            9.
  69       64       64      152            9.
  70       23       82      169            8.
  71      113      116      145            8.
  72       11       74      132           12.
  73      102      105      228           12.
  74       50       63      218           12.
  75       13       48      212           10.
  76      111       27      127           10.
  77      105       16      151            8.
  78       67      110      161           11.
  79      100       69      118           11.
  80      129      126      199           11.
  81       53       10      145            9.
  82       48       26      165           12.
  83       72       44      116            9.
  84       30      126      224           12.
  85      124       41      117           11.
  86       34       25      204           10.
  87       82       65      156           10.
  88       95      125      122           12.
  89       61       53      145           11.
  90       86       43      115            8.
  91       15      102      186            9.
  92      118       91      121            8.
  93       82       31      230            8.
  94      116      108      123            9.
  95      130       67      185           12.
  96       20      107      150            9.
  97       70       42      230           11.
  98       90       79      141            9.
  99      107      112      200            9.
 100       34       78      195           11.
 101       70       14      125            9.
 102       94      120      150            8.
